time,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
6.0098,0.0,0.0,1.469,0.007,-0.154,-0.154,-5.508,-0.011,0.264,0.264,-0.577,-0.088,-0.022,-0.022,-1.311,-0.033,0.022,0.022,-2.518,0.004,0.066,0.066,1.023,0.004
6.0199,0.0,0.0,1.469,0.007,-0.154,-0.154,-5.508,-0.011,0.264,0.264,-0.577,-0.088,-0.022,-0.022,-1.469,0.037,0.022,0.022,0.498,0.018,0.066,0.066,1.023,0.004
6.03,0.0,0.0,1.469,0.007,-0.154,-0.154,-5.508,-0.011,0.264,0.264,-0.577,-0.088,-0.022,-0.022,-1.469,0.037,0.022,0.022,0.498,0.018,0.066,0.066,1.023,0.004
6.0402,0.0,0.0,1.469,0.007,-0.154,-0.154,-5.508,-0.011,0.264,0.264,-0.577,-0.088,-0.022,-0.022,-1.469,0.037,0.022,0.022,0.498,0.018,0.066,0.066,1.023,0.004
6.0505,-0.022,-0.022,0.603,-0.011,-0.154,-0.154,1.338,0.015,0.264,0.264,3.2,0.033,-0.022,-0.022,-1.679,0.015,0.022,0.022,0.97,0.011,0.088,0.088,3.882,0.0
6.0606,-0.022,-0.022,0.603,-0.011,-0.154,-0.154,1.338,0.015,0.264,0.264,3.2,0.033,-0.022,-0.022,-1.679,0.015,0.022,0.022,0.97,0.011,0.088,0.088,3.882,0.0
6.0708,-0.022,-0.022,0.603,-0.011,-0.154,-0.154,1.338,0.015,0.264,0.264,3.2,0.033,-0.022,-0.022,-1.679,0.015,0.022,0.022,0.97,0.011,0.066,0.066,-1.915,0.022
6.0809,-0.022,-0.022,-1.862,0.011,-0.176,-0.176,-2.78,0.033,0.264,0.264,-1.443,0.018,0.0,0.0,2.125,0.022,0.022,0.022,1.81,0.022,0.088,0.088,-1.679,0.015
6.091,-0.022,-0.022,1.154,-0.004,-0.176,-0.176,0.603,0.062,0.264,0.264,-1.443,0.018,-0.022,-0.022,-2.072,-0.018,0.022,0.022,-1.784,-0.029,0.088,0.088,0.787,-0.011
6.1012,-0.022,-0.022,1.154,-0.004,-0.176,-0.176,0.603,0.062,0.264,0.264,-1.443,0.018,-0.022,-0.022,-2.072,-0.018,0.022,0.022,-1.784,-0.029,0.088,0.088,0.787,-0.011
6.1113,-0.022,-0.022,1.154,-0.004,-0.176,-0.176,0.603,0.062,0.264,0.264,-1.443,0.018,-0.022,-0.022,-2.072,-0.018,0.022,0.022,-1.784,-0.029,0.088,0.088,0.787,-0.011
6.1214,-0.022,-0.022,1.154,-0.004,-0.176,-0.176,0.603,0.062,0.264,0.264,-1.443,0.018,-0.022,-0.022,-2.072,-0.018,0.022,0.022,-1.784,-0.029,0.088,0.088,0.787,-0.011
6.1315,-0.022,-0.022,1.154,-0.004,-0.176,-0.176,0.603,0.062,0.264,0.264,-0.577,-0.037,-0.022,-0.022,4.328,0.004,0.022,0.022,-3.043,-0.037,0.088,0.088,1.259,-0.022
6.1416,-0.022,-0.022,1.233,-0.007,-0.154,-0.154,3.436,0.026,0.264,0.264,0.813,0.018,-0.022,-0.022,4.328,0.004,0.022,0.022,-3.043,-0.037,0.088,0.088,1.259,-0.022
6.1517,-0.022,-0.022,1.233,-0.007,-0.154,-0.154,3.436,0.026,0.264,0.264,0.813,0.018,-0.022,-0.022,4.328,0.004,0.022,0.022,-3.043,-0.037,0.088,0.088,1.259,-0.022
6.1622,-0.022,-0.022,1.233,-0.007,-0.154,-0.154,3.436,0.026,0.264,0.264,0.813,0.018,-0.022,-0.022,4.328,0.004,0.022,0.022,-3.043,-0.037,0.088,0.088,1.259,-0.022
6.1723,-0.022,-0.022,-0.131,0.026,-0.176,-0.176,0.472,0.018,0.242,0.242,0.42,-0.007,-0.022,-0.022,1.233,-0.059,0.022,0.022,4.275,0.026,0.088,0.088,0.551,-0.015
6.1824,-0.022,-0.022,-0.131,0.026,-0.176,-0.176,0.472,0.018,0.242,0.242,0.42,-0.007,-0.022,-0.022,1.233,-0.059,0.022,0.022,4.275,0.026,0.088,0.088,0.551,-0.015
6.1925,-0.022,-0.022,-0.131,0.026,-0.176,-0.176,0.472,0.018,0.242,0.242,0.42,-0.007,-0.022,-0.022,2.597,0.011,0.022,0.022,4.275,0.026,0.088,0.088,0.551,-0.015
6.2026,-0.022,-0.022,0.367,0.033,-0.176,-0.176,-0.761,-0.015,0.264,0.264,-0.551,-0.011,-0.022,-0.022,2.098,0.0,0.022,0.022,-4.721,-0.04,0.088,0.088,-0.551,0.04
6.2127,-0.022,-0.022,0.367,0.033,-0.176,-0.176,-0.761,-0.015,0.264,0.264,1.888,0.011,-0.022,-0.022,2.098,0.0,0.022,0.022,-4.721,-0.04,0.088,0.088,-0.551,0.04
6.2228,-0.022,-0.022,0.367,0.033,-0.176,-0.176,-0.761,-0.015,0.264,0.264,1.888,0.011,-0.022,-0.022,2.098,0.0,0.022,0.022,-4.721,-0.04,0.088,0.088,-0.551,0.04
6.233,-0.022,-0.022,0.367,0.033,-0.176,-0.176,-0.761,-0.015,0.264,0.264,1.888,0.011,-0.022,-0.022,-3.305,-0.015,0.022,0.022,-4.721,-0.04,0.088,0.088,-0.551,0.04
6.2431,-0.022,-0.022,0.367,0.033,-0.176,-0.176,-0.761,-0.015,0.264,0.264,1.888,0.011,-0.022,-0.022,-3.305,-0.015,0.022,0.022,-3.2,0.022,0.088,0.088,-0.551,0.04
6.2533,-0.022,-0.022,1.469,0.0,-0.154,-0.154,2.833,-0.022,0.264,0.264,1.941,0.015,-0.022,-0.022,-3.829,0.011,0.022,0.022,-3.2,0.022,0.11,0.11,0.787,0.029
6.2634,-0.022,-0.022,1.469,0.0,-0.154,-0.154,2.833,-0.022,0.264,0.264,1.941,0.015,-0.022,-0.022,-3.829,0.011,0.022,0.022,-3.2,0.022,0.11,0.11,0.787,0.029
6.2735,-0.022,-0.022,1.469,0.0,-0.154,-0.154,2.833,-0.022,0.264,0.264,1.941,0.015,-0.022,-0.022,-3.829,0.011,0.022,0.022,-3.2,0.022,0.11,0.11,0.787,0.029
6.2836,-0.022,-0.022,-0.708,-0.033,-0.176,-0.176,-1.18,-0.007,0.264,0.264,-0.131,-0.026,-0.022,-0.022,-3.829,0.011,0.022,0.022,-1.626,0.007,0.11,0.11,0.498,-0.026
6.2937,-0.022,-0.022,-0.708,-0.033,-0.176,-0.176,-1.18,-0.007,0.264,0.264,-0.131,-0.026,-0.022,-0.022,-1.888,0.048,0.022,0.022,-3.252,-0.011,0.11,0.11,0.498,-0.026
6.3038,-0.022,-0.022,-0.708,-0.033,-0.176,-0.176,-1.18,-0.007,0.264,0.264,-0.131,-0.026,-0.022,-0.022,-1.888,0.048,0.022,0.022,-3.252,-0.011,0.11,0.11,0.498,-0.026
6.314,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,-3.724,0.018,-0.022,-0.022,-1.39,-0.018,0.022,0.022,1.574,-0.015,0.11,0.11,-1.941,-0.033
6.3241,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,-3.724,0.018,-0.022,-0.022,-1.39,-0.018,0.022,0.022,1.574,-0.015,0.11,0.11,-1.941,-0.033
6.3342,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,-3.724,0.018,-0.022,-0.022,-1.39,-0.018,0.022,0.022,1.574,-0.015,0.11,0.11,-1.941,-0.033
6.3443,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,-3.724,0.018,-0.022,-0.022,-1.39,-0.018,0.022,0.022,1.574,-0.015,0.11,0.11,-1.941,-0.033
6.3544,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,0.603,-0.037,-0.022,-0.022,-5.088,0.007,0.022,0.022,0.787,-0.015,0.11,0.11,-1.941,-0.033
6.3645,-0.022,-0.022,-2.308,-0.04,-0.176,-0.176,-1.915,-0.026,0.264,0.264,0.603,-0.037,-0.022,-0.022,-5.088,0.007,0.022,0.022,0.787,-0.015,0.088,0.088,-5.246,0.0
6.3747,-0.022,-0.022,-0.813,0.026,-0.154,-0.154,1.81,0.04,0.264,0.264,-0.787,-0.004,-0.022,-0.022,2.702,0.0,0.022,0.022,-0.892,-0.018,0.11,0.11,0.157,-0.033
6.3848,-0.022,-0.022,1.574,0.0,-0.154,-0.154,1.81,0.04,0.264,0.264,-0.787,-0.004,-0.022,-0.022,2.702,0.0,0.022,0.022,-0.892,-0.018,0.11,0.11,0.157,-0.033
6.395,-0.022,-0.022,1.574,0.0,-0.154,-0.154,1.81,0.04,0.264,0.264,-0.787,-0.004,-0.022,-0.022,2.702,0.0,0.022,0.022,-0.892,-0.018,0.11,0.11,0.157,-0.033
6.4051,-0.022,-0.022,1.574,0.0,-0.154,-0.154,1.81,0.04,0.264,0.264,-0.787,-0.004,-0.022,-0.022,2.702,0.0,0.022,0.022,-0.892,-0.018,0.11,0.11,0.157,-0.033
6.4152,-0.022,-0.022,1.495,-0.004,-0.154,-0.154,2.938,-0.029,0.264,0.264,-0.079,-0.007,-0.022,-0.022,-0.131,0.018,0.022,0.022,-1.495,-0.015,0.088,0.088,-0.079,0.055
6.4253,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.079,-0.007,-0.022,-0.022,-0.131,0.018,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4354,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.079,-0.007,-0.022,-0.022,-0.131,0.018,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4455,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.079,-0.007,-0.022,-0.022,-0.131,0.018,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4557,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-0.131,0.018,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4658,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-1.075,-0.015,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4759,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-1.075,-0.015,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.486,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-1.075,-0.015,0.022,0.022,-0.079,0.007,0.088,0.088,-0.446,0.0
6.4962,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-1.075,-0.015,0.0,0.0,1.18,-0.022,0.11,0.11,1.784,0.07
6.5064,-0.022,-0.022,0.184,-0.029,-0.176,-0.176,1.469,-0.004,0.264,0.264,-0.131,-0.04,-0.022,-0.022,-1.075,-0.015,0.0,0.0,1.18,-0.022,0.11,0.11,1.784,0.07
6.5164,-0.022,-0.022,-0.787,-0.026,-0.22,-0.22,-1.993,-0.029,0.264,0.264,1.888,-0.07,-0.022,-0.022,4.092,0.051,0.022,0.022,1.731,-0.015,0.088,0.088,0.997,0.022
6.5266,-0.022,-0.022,-0.787,-0.026,-0.22,-0.22,-1.993,-0.029,0.264,0.264,1.888,-0.07,-0.022,-0.022,4.092,0.051,0.022,0.022,1.731,-0.015,0.088,0.088,0.997,0.022
6.5367,-0.022,-0.022,-0.787,-0.026,-0.22,-0.22,-1.993,-0.029,0.264,0.264,1.888,-0.07,-0.022,-0.022,4.092,0.051,0.022,0.022,1.731,-0.015,0.088,0.088,0.997,0.022
6.5468,-0.022,-0.022,-0.787,-0.026,-0.22,-0.22,-1.993,-0.029,0.264,0.264,1.888,-0.07,-0.022,-0.022,4.092,0.051,0.022,0.022,1.731,-0.015,0.088,0.088,0.997,0.022
6.5569,-0.022,-0.022,-0.787,-0.026,-0.22,-0.22,-1.993,-0.029,0.264,0.264,1.888,-0.07,-0.022,-0.022,4.092,0.051,0.022,0.022,2.78,-0.026,0.088,0.088,0.997,0.022
6.567,-0.022,-0.022,-0.577,-0.018,-0.22,-0.22,1.128,0.007,0.286,0.286,-0.866,0.033,-0.022,-0.022,2.492,0.015,0.0,0.0,-0.131,-0.048,0.088,0.088,1.941,0.007
6.5772,-0.022,-0.022,-0.577,-0.018,-0.22,-0.22,1.128,0.007,0.308,0.308,-5.377,0.121,-0.022,-0.022,2.492,0.015,0.0,0.0,-0.131,-0.048,0.088,0.088,1.941,0.007
6.5873,-0.022,-0.022,-0.577,-0.018,-0.22,-0.22,1.128,0.007,0.308,0.308,-5.377,0.121,-0.044,-0.044,-2.518,-0.018,0.0,0.0,-0.131,-0.048,0.088,0.088,1.941,0.007
6.5974,-0.022,-0.022,-0.577,-0.018,-0.22,-0.22,1.128,0.007,0.308,0.308,-5.377,0.121,-0.044,-0.044,-2.518,-0.018,-0.066,-0.066,-0.734,-0.103,0.088,0.088,1.941,0.007
6.6075,-0.022,-0.022,-0.577,-0.018,-0.22,-0.22,1.128,0.007,0.308,0.308,-5.377,0.121,-0.044,-0.044,-2.518,-0.018,-0.066,-0.066,-0.734,-0.103,0.088,0.088,-1.81,-0.018
6.6176,-0.154,-0.154,-8.105,0.07,-0.22,-0.22,1.128,0.007,0.308,0.308,-5.377,0.121,-0.044,-0.044,-2.518,-0.018,-0.066,-0.066,-0.734,-0.103,0.088,0.088,-1.81,-0.018
6.6277,-0.22,-0.22,-4.747,0.011,-0.308,-0.308,-2.282,0.022,0.286,0.286,1.364,0.048,-0.242,-0.242,-10.728,0.018,-0.11,-0.11,-1.652,-0.103,0.088,0.088,1.784,-0.007
6.6378,-0.22,-0.22,-4.747,0.011,-0.308,-0.308,-2.282,0.022,0.286,0.286,1.364,0.048,-0.242,-0.242,-10.728,0.018,-0.11,-0.11,-1.652,-0.103,0.088,0.088,1.784,-0.007
6.648,-0.22,-0.22,-4.747,0.011,-0.308,-0.308,-2.282,0.022,0.286,0.286,1.364,0.048,-0.242,-0.242,-10.728,0.018,-0.11,-0.11,-1.652,-0.103,0.088,0.088,1.784,-0.007
6.6581,-0.286,-0.286,-3.226,0.026,-0.308,-0.308,2.177,0.066,0.308,0.308,0.997,0.055,-0.439,-0.439,-12.983,0.125,-0.198,-0.198,-7.921,-0.044,0.088,0.088,0.787,-0.07
6.6682,-0.286,-0.286,-3.226,0.026,-0.308,-0.308,2.177,0.066,0.308,0.308,0.997,0.055,-0.439,-0.439,-12.983,0.125,-0.198,-0.198,-7.921,-0.044,0.088,0.088,0.787,-0.07
6.6783,-0.461,-0.461,-7.37,0.125,-0.308,-0.308,2.177,0.066,0.308,0.308,0.997,0.055,-0.439,-0.439,-12.983,0.125,-0.198,-0.198,-7.921,-0.044,0.088,0.088,1.128,0.004
6.6884,-0.461,-0.461,-7.37,0.125,-0.396,-0.396,-6.033,-0.007,0.286,0.286,0.42,-0.04,-0.439,-0.439,-12.983,0.125,-0.198,-0.198,-7.921,-0.044,0.088,0.088,1.128,0.004
6.6985,-0.461,-0.461,-7.37,0.125,-0.396,-0.396,-6.033,-0.007,0.286,0.286,0.42,-0.04,-0.439,-0.439,-12.983,0.125,-0.198,-0.198,-7.921,-0.044,0.088,0.088,1.128,0.004
6.7094,-0.461,-0.461,-7.37,0.125,-0.396,-0.396,-6.033,-0.007,0.286,0.286,0.42,-0.04,-1.099,-1.099,-19.357,0.414,-0.703,-0.703,-14.164,0.681,0.088,0.088,1.128,0.004
6.7195,-1.604,-1.604,-19.908,-0.201,-0.396,-0.396,-6.033,-0.007,0.286,0.286,0.42,-0.04,-1.099,-1.099,-19.357,0.414,-0.703,-0.703,-14.164,0.681,0.088,0.088,1.18,-0.037
6.7296,-1.604,-1.604,-19.908,-0.201,-0.593,-0.593,-8.629,-0.051,0.33,0.33,4.118,0.029,-2.263,-2.263,-30.425,-0.161,-0.703,-0.703,-14.164,0.681,0.088,0.088,1.18,-0.037
6.7397,-1.604,-1.604,-19.908,-0.201,-0.593,-0.593,-8.629,-0.051,0.33,0.33,4.118,0.029,-2.263,-2.263,-30.425,-0.161,-0.703,-0.703,-14.164,0.681,0.088,0.088,1.18,-0.037
6.7499,-1.604,-1.604,-19.908,-0.201,-0.593,-0.593,-8.629,-0.051,0.33,0.33,4.118,0.029,-2.263,-2.263,-30.425,-0.161,-0.703,-0.703,-14.164,0.681,0.088,0.088,1.18,-0.037
6.76,-1.604,-1.604,-19.908,-0.201,-0.593,-0.593,-8.629,-0.051,0.33,0.33,4.118,0.029,-2.263,-2.263,-30.425,-0.161,-1.956,-1.956,-69.454,0.582,0.088,0.088,1.18,-0.037
6.7702,-2.109,-2.109,-17.94,-0.183,-0.681,-0.681,-10.072,-0.117,0.352,0.352,1.443,0.095,-2.747,-2.747,-28.117,-0.081,-2.571,-2.571,-69.926,-0.121,0.088,0.088,-1.128,0.018
6.7803,-2.109,-2.109,-17.94,-0.183,-0.747,-0.747,-4.485,-0.168,0.352,0.352,0.105,0.037,-2.747,-2.747,-28.117,-0.081,-2.571,-2.571,-69.926,-0.121,0.088,0.088,-1.128,0.018
6.7904,-2.109,-2.109,-17.94,-0.183,-0.747,-0.747,-4.485,-0.168,0.352,0.352,0.105,0.037,-3.186,-3.186,-22.478,0.026,-4.417,-4.417,-69.48,-0.967,0.088,0.088,-1.128,0.018
6.8006,-2.439,-2.439,-9.337,-0.194,-0.901,-0.901,-5.482,-0.077,0.352,0.352,2.125,0.004,-3.186,-3.186,-22.478,0.026,-4.417,-4.417,-69.48,-0.967,0.088,0.088,3.803,-0.018
6.8107,-2.439,-2.439,-9.337,-0.194,-0.901,-0.901,-5.482,-0.077,0.352,0.352,2.125,0.004,-3.186,-3.186,-22.478,0.026,-4.417,-4.417,-69.48,-0.967,0.088,0.088,3.803,-0.018
6.8208,-2.439,-2.439,-9.337,-0.194,-0.901,-0.901,-5.482,-0.077,0.352,0.352,2.125,0.004,-4.329,-4.329,-28.563,-0.326,-6.768,-6.768,-39.579,0.399,0.088,0.088,3.803,-0.018
6.831,-2.439,-2.439,-9.337,-0.194,-0.901,-0.901,-5.482,-0.077,0.352,0.352,2.125,0.004,-4.329,-4.329,-28.563,-0.326,-6.768,-6.768,-39.579,0.399,0.088,0.088,3.803,-0.018
6.8412,-3.01,-3.01,-14.164,0.271,-1.099,-1.099,0.131,-0.15,0.352,0.352,-0.525,0.011,-5.471,-5.471,-36.484,0.37,-7.932,-7.932,-22.924,-1.824,0.088,0.088,-0.577,-0.04
6.8513,-3.01,-3.01,-14.164,0.271,-1.099,-1.099,0.131,-0.15,0.352,0.352,-0.525,0.011,-5.471,-5.471,-36.484,0.37,-7.932,-7.932,-22.924,-1.824,0.088,0.088,-0.577,-0.04
6.8615,-3.01,-3.01,-14.164,0.271,-1.099,-1.099,0.131,-0.15,0.352,0.352,-0.525,0.011,-5.471,-5.471,-36.484,0.37,-7.932,-7.932,-22.924,-1.824,0.088,0.088,-0.577,-0.04
6.8716,-3.01,-3.01,-14.164,0.271,-1.099,-1.099,0.131,-0.15,0.352,0.352,-0.525,0.011,-5.471,-5.471,-36.484,0.37,-7.932,-7.932,-22.924,-1.824,0.088,0.088,-0.577,-0.04
6.8817,-3.164,-3.164,-16.445,0.179,-1.121,-1.121,-1.207,-0.095,0.352,0.352,2.57,-0.026,-5.955,-5.955,-35.042,-0.04,-7.976,-7.976,7.842,-1.582,0.088,0.088,-0.577,-0.04
6.8918,-3.362,-3.362,-17.704,0.092,-1.099,-1.099,3.174,-0.007,0.352,0.352,0.918,-0.018,-6.284,-6.284,-37.297,-0.271,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.9019,-3.362,-3.362,-17.704,0.092,-1.099,-1.099,3.174,-0.007,0.352,0.352,0.918,-0.018,-6.284,-6.284,-37.297,-0.271,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.912,-3.823,-3.823,-23.999,0.022,-1.099,-1.099,3.174,-0.007,0.352,0.352,0.918,-0.018,-6.284,-6.284,-37.297,-0.271,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.9221,-3.823,-3.823,-23.999,0.022,-1.011,-1.011,6.242,-0.114,0.33,0.33,-2.675,-0.007,-8.108,-8.108,-41.232,-0.421,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.9322,-3.823,-3.823,-23.999,0.022,-1.011,-1.011,6.242,-0.114,0.33,0.33,-2.675,-0.007,-8.108,-8.108,-41.232,-0.421,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.9423,-3.823,-3.823,-23.999,0.022,-1.011,-1.011,6.242,-0.114,0.33,0.33,-2.675,-0.007,-8.108,-8.108,-41.232,-0.421,-7.735,-7.735,18.911,-0.399,0.11,0.11,2.938,0.004
6.9524,-3.823,-3.823,-23.999,0.022,-1.011,-1.011,6.242,-0.114,0.33,0.33,-2.675,-0.007,-8.108,-8.108,-41.232,-0.421,-7.163,-7.163,-0.629,0.37,0.11,0.11,2.282,-0.022
6.9625,-3.823,-3.823,-23.999,0.022,-1.011,-1.011,6.242,-0.114,0.33,0.33,-2.675,-0.007,-8.108,-8.108,-41.232,-0.421,-7.163,-7.163,-0.629,0.37,0.11,0.11,2.282,-0.022
6.9726,-5.318,-5.318,-21.875,-0.011,-0.374,-0.374,8.524,0.0,0.308,0.308,-6.085,0.007,-8.108,-8.108,-41.232,-0.421,-7.163,-7.163,-0.629,0.37,0.11,0.11,2.282,-0.022
6.9827,-5.911,-5.911,-17.022,-0.128,-0.242,-0.242,1.18,0.377,0.286,0.286,2.466,-0.154,-10.108,-10.108,-26.439,-0.377,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
6.9928,-6.131,-6.131,-17.836,-0.081,-0.242,-0.242,1.18,0.377,0.286,0.286,2.466,-0.154,-10.108,-10.108,-26.439,-0.377,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
7.003,-6.131,-6.131,-17.836,-0.081,-0.242,-0.242,1.18,0.377,0.286,0.286,2.466,-0.154,-10.108,-10.108,-26.439,-0.377,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
7.0131,-6.131,-6.131,-17.836,-0.081,-0.242,-0.242,1.18,0.377,0.286,0.286,2.466,-0.154,-10.108,-10.108,-26.439,-0.377,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
7.0232,-6.131,-6.131,-17.836,-0.081,-0.286,-0.286,-5.928,0.238,0.286,0.286,-0.813,0.007,-10.943,-10.943,-25.153,0.264,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
7.0333,-6.131,-6.131,-17.836,-0.081,-0.286,-0.286,-5.928,0.238,0.286,0.286,-0.813,0.007,-10.943,-10.943,-25.153,0.264,-6.834,-6.834,17.39,-0.612,0.132,0.132,0.341,0.037
7.0434,-6.131,-6.131,-17.836,-0.081,-0.286,-0.286,-5.928,0.238,0.286,0.286,-0.813,0.007,-10.943,-10.943,-25.153,0.264,-4.307,-4.307,73.336,-1.838,0.154,0.154,0.577,-0.092
7.0535,-6.131,-6.131,-17.836,-0.081,-0.286,-0.286,-5.928,0.238,0.286,0.286,-0.813,0.007,-10.943,-10.943,-25.153,0.264,-4.307,-4.307,73.336,-1.838,0.154,0.154,0.577,-0.092
7.0636,-6.131,-6.131,-17.836,-0.081,-0.286,-0.286,-5.928,0.238,0.286,0.286,-0.813,0.007,-10.943,-10.943,-25.153,0.264,-4.307,-4.307,73.336,-1.838,0.154,0.154,0.577,-0.092
7.0737,-7.537,-7.537,-21.822,-0.037,-1.033,-1.033,-11.409,-0.509,0.308,0.308,-2.57,-0.018,-11.822,-11.822,-29.035,-0.439,-2.461,-2.461,70.345,-1.399,0.286,0.286,10.36,-0.018
7.0839,-7.537,-7.537,-21.822,-0.037,-1.033,-1.033,-11.409,-0.509,0.308,0.308,-2.57,-0.018,-12.195,-12.195,-18.15,-0.154,-1.187,-1.187,70.713,1.443,0.286,0.286,10.36,-0.018
7.094,-7.537,-7.537,-21.822,-0.037,-1.033,-1.033,-11.409,-0.509,0.308,0.308,-2.57,-0.018,-12.195,-12.195,-18.15,-0.154,-1.187,-1.187,70.713,1.443,0.286,0.286,10.36,-0.018
7.1041,-7.954,-7.954,-22.609,0.066,-1.055,-1.055,1.154,-0.516,0.308,0.308,-1.075,-0.007,-12.547,-12.547,-20.537,-0.106,-0.088,-0.088,58.07,0.271,0.527,0.527,12.983,0.385
7.1142,-8.328,-8.328,-21.77,0.044,-0.923,-0.923,10.701,0.007,0.308,0.308,-1.075,-0.007,-12.547,-12.547,-20.537,-0.106,-0.088,-0.088,58.07,0.271,0.747,0.747,10.859,0.242
7.1245,-8.328,-8.328,-21.77,0.044,-0.923,-0.923,10.701,0.007,0.308,0.308,-1.075,-0.007,-12.547,-12.547,-20.537,-0.106,-0.088,-0.088,58.07,0.271,0.747,0.747,10.859,0.242
7.1346,-8.328,-8.328,-21.77,0.044,-0.923,-0.923,10.701,0.007,0.308,0.308,-0.839,-0.011,-13.162,-13.162,-14.95,-0.15,-0.088,-0.088,58.07,0.271,0.747,0.747,10.859,0.242
7.1447,-8.328,-8.328,-21.77,0.044,-0.923,-0.923,10.701,0.007,0.308,0.308,-0.839,-0.011,-13.162,-13.162,-14.95,-0.15,-0.088,-0.088,58.07,0.271,0.747,0.747,10.859,0.242
7.1549,-8.328,-8.328,-21.77,0.044,-0.923,-0.923,10.701,0.007,0.308,0.308,-0.839,-0.011,-13.162,-13.162,-14.95,-0.15,0.769,0.769,-9.39,0.524,0.747,0.747,10.859,0.242
7.165,-9.602,-9.602,-9.6,-0.319,-0.549,-0.549,-1.416,0.385,0.33,0.33,1.941,-0.026,-13.338,-13.338,5.115,-0.201,0.637,0.637,-6.872,0.19,1.692,1.692,32.891,-1.025
7.1751,-9.602,-9.602,-9.6,-0.319,-0.549,-0.549,-1.416,0.385,0.33,0.33,1.941,-0.026,-13.338,-13.338,5.115,-0.201,0.637,0.637,-6.872,0.19,1.692,1.692,32.891,-1.025
7.1852,-9.602,-9.602,-9.6,-0.319,-0.549,-0.549,-1.416,0.385,0.33,0.33,1.941,-0.026,-13.338,-13.338,5.115,-0.201,0.637,0.637,-6.872,0.19,1.692,1.692,32.891,-1.025
7.1954,-9.602,-9.602,-9.6,-0.319,-0.549,-0.549,-1.416,0.385,0.33,0.33,1.941,-0.026,-13.338,-13.338,5.115,-0.201,0.637,0.637,-6.872,0.19,1.692,1.692,32.891,-1.025
7.2055,-9.69,-9.69,-3.357,-0.227,-0.549,-0.549,-1.416,0.385,0.33,0.33,1.941,-0.026,-13.338,-13.338,5.115,-0.201,0.637,0.637,-6.872,0.19,2.637,2.637,39.002,0.839
