time,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
3.0013,-0.022,-0.022,-1.652,-0.007,-0.154,-0.154,-0.577,-0.037,0.264,0.264,2.361,0.0,-0.022,-0.022,-1.023,-0.04,0.022,0.022,5.429,-0.011,0.066,0.066,0.577,-0.018
3.0115,-0.022,-0.022,0.026,-0.029,-0.154,-0.154,2.072,0.007,0.264,0.264,2.387,-0.015,-0.022,-0.022,-2.675,0.018,0.022,0.022,-0.236,0.007,0.066,0.066,-1.049,-0.015
3.0216,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.072,0.007,0.264,0.264,2.387,-0.015,-0.022,-0.022,-2.675,0.018,0.022,0.022,-0.236,0.007,0.066,0.066,-0.997,0.015
3.0317,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.072,0.007,0.264,0.264,2.387,-0.015,-0.022,-0.022,-2.675,0.018,0.022,0.022,-0.236,0.007,0.066,0.066,-0.997,0.015
3.0418,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.072,0.007,0.264,0.264,2.387,-0.015,-0.022,-0.022,-2.675,0.018,0.022,0.022,-0.236,0.007,0.066,0.066,-0.997,0.015
3.0519,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,-0.236,0.007,0.066,0.066,-0.997,0.015
3.062,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,3.908,-0.004,0.066,0.066,-0.997,0.015
3.0721,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,3.908,-0.004,0.066,0.066,0.289,0.026
3.0822,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,3.908,-0.004,0.066,0.066,0.289,0.026
3.0923,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,3.908,-0.004,0.066,0.066,0.289,0.026
3.1024,-0.022,-0.022,-0.761,0.026,-0.154,-0.154,2.885,-0.018,0.264,0.264,1.049,0.022,-0.022,-0.022,4.852,-0.04,0.022,0.022,3.908,-0.004,0.066,0.066,0.289,0.026
3.1129,-0.022,-0.022,-0.551,0.0,-0.154,-0.154,-1.469,-0.011,0.264,0.264,5.298,0.0,-0.022,-0.022,0.0,-0.004,0.022,0.022,0.761,0.026,0.066,0.066,2.57,-0.022
3.123,-0.022,-0.022,-0.551,0.0,-0.154,-0.154,-1.469,-0.011,0.264,0.264,5.298,0.0,-0.022,-0.022,-0.682,-0.022,0.022,0.022,0.761,0.026,0.066,0.066,2.57,-0.022
3.1342,-0.022,-0.022,-0.079,0.029,-0.154,-0.154,-0.551,-0.029,0.264,0.264,-0.577,0.018,-0.022,-0.022,1.102,0.004,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.1454,-0.022,-0.022,-0.079,0.029,-0.154,-0.154,-0.551,-0.029,0.264,0.264,-0.577,0.018,-0.022,-0.022,1.102,0.004,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.1556,-0.022,-0.022,-0.079,0.029,-0.154,-0.154,-0.551,-0.029,0.264,0.264,-0.577,0.018,-0.022,-0.022,1.102,0.004,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.1657,-0.022,-0.022,-0.236,-0.018,-0.154,-0.154,0.262,0.0,0.264,0.264,-0.577,0.018,-0.022,-0.022,1.102,0.004,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.1759,-0.022,-0.022,-0.236,-0.018,-0.154,-0.154,0.262,0.0,0.264,0.264,1.652,0.011,-0.022,-0.022,-3.934,-0.011,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.186,-0.022,-0.022,-0.236,-0.018,-0.154,-0.154,0.262,0.0,0.264,0.264,1.652,0.011,-0.022,-0.022,-3.934,-0.011,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.1961,-0.022,-0.022,-0.236,-0.018,-0.154,-0.154,0.262,0.0,0.264,0.264,1.652,0.011,-0.022,-0.022,-3.934,-0.011,0.022,0.022,0.577,-0.007,0.066,0.066,3.856,-0.033
3.2062,-0.022,-0.022,-0.236,-0.018,-0.154,-0.154,0.262,0.0,0.264,0.264,1.652,0.011,-0.022,-0.022,-3.934,-0.011,0.022,0.022,4.328,0.026,0.066,0.066,1.547,-0.029
3.2163,-0.022,-0.022,1.049,-0.018,-0.154,-0.154,-1.757,0.004,0.264,0.264,0.682,0.004,-0.022,-0.022,-2.649,0.044,0.022,0.022,-0.997,-0.007,0.066,0.066,-1.023,-0.033
3.2264,-0.022,-0.022,1.049,-0.018,-0.154,-0.154,-1.757,0.004,0.264,0.264,0.682,0.004,-0.022,-0.022,-2.649,0.044,0.022,0.022,-0.997,-0.007,0.066,0.066,-1.023,-0.033
3.2365,-0.022,-0.022,1.049,-0.018,-0.154,-0.154,-1.757,0.004,0.264,0.264,0.682,0.004,-0.022,-0.022,-2.649,0.044,0.022,0.022,-0.997,-0.007,0.066,0.066,-1.023,-0.033
3.2485,-0.022,-0.022,1.18,0.015,-0.154,-0.154,-0.472,-0.007,0.264,0.264,4.485,-0.015,-0.022,-0.022,-1.731,0.015,0.022,0.022,0.577,0.026,0.066,0.066,-2.334,-0.059
3.2587,-0.022,-0.022,1.18,0.015,-0.154,-0.154,-0.472,-0.007,0.264,0.264,4.485,-0.015,-0.022,-0.022,-1.731,0.015,0.022,0.022,0.577,0.026,0.066,0.066,-2.334,-0.059
3.2688,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,4.485,-0.015,-0.022,-0.022,-0.105,-0.011,0.022,0.022,0.813,0.026,0.066,0.066,1.705,0.007
3.2789,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,4.485,-0.015,-0.022,-0.022,-0.105,-0.011,0.022,0.022,0.813,0.026,0.066,0.066,1.705,0.007
3.2891,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,-3.961,-0.037,-0.022,-0.022,1.495,-0.018,0.022,0.022,0.813,0.026,0.066,0.066,1.705,0.007
3.2992,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,-3.961,-0.037,-0.022,-0.022,1.495,-0.018,0.022,0.022,2.361,-0.011,0.066,0.066,1.705,0.007
3.3093,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,-3.961,-0.037,-0.022,-0.022,1.495,-0.018,0.022,0.022,2.361,-0.011,0.066,0.066,2.57,-0.066
3.3194,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,-3.961,-0.037,-0.022,-0.022,1.495,-0.018,0.022,0.022,2.361,-0.011,0.066,0.066,2.57,-0.066
3.3295,-0.022,-0.022,1.915,-0.037,-0.154,-0.154,-1.862,0.026,0.264,0.264,-3.961,-0.037,-0.022,-0.022,1.495,-0.018,0.022,0.022,2.361,-0.011,0.066,0.066,2.57,-0.066
3.3397,-0.022,-0.022,0.708,0.048,-0.154,-0.154,-3.305,-0.033,0.264,0.264,0.367,0.029,-0.022,-0.022,-1.338,0.029,0.022,0.022,0.787,-0.004,0.066,0.066,2.57,-0.066
3.3498,-0.022,-0.022,0.708,0.048,-0.154,-0.154,-3.305,-0.033,0.264,0.264,0.367,0.029,-0.022,-0.022,-1.338,0.029,0.022,0.022,0.787,-0.004,0.066,0.066,2.57,-0.066
3.3599,-0.022,-0.022,0.839,-0.007,-0.154,-0.154,1.023,0.004,0.264,0.264,-2.57,-0.018,-0.022,-0.022,0.603,0.015,0.022,0.022,-0.157,-0.004,0.066,0.066,-0.393,-0.029
3.37,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,1.023,0.004,0.264,0.264,-2.57,-0.018,-0.022,-0.022,0.603,0.015,0.022,0.022,0.629,-0.007,0.066,0.066,-1.102,-0.026
3.3801,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,1.023,0.004,0.264,0.264,-2.57,-0.018,-0.022,-0.022,0.603,0.015,0.022,0.022,0.629,-0.007,0.066,0.066,-1.102,-0.026
3.3902,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,1.023,0.004,0.264,0.264,-2.57,-0.018,-0.022,-0.022,0.603,0.015,0.022,0.022,0.629,-0.007,0.066,0.066,-1.102,-0.026
3.4003,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,0.603,0.015,0.022,0.022,0.629,-0.007,0.066,0.066,-1.102,-0.026
3.4111,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,0.603,0.015,0.022,0.022,0.629,-0.007,0.066,0.066,-1.102,-0.026
3.4212,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,-1.311,-0.029,0.022,0.022,1.049,-0.004,0.066,0.066,-1.102,-0.026
3.4313,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,-1.311,-0.029,0.022,0.022,1.049,-0.004,0.066,0.066,-1.102,-0.026
3.4414,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,-1.311,-0.029,0.022,0.022,1.049,-0.004,0.066,0.066,-1.102,-0.026
3.4515,-0.022,-0.022,-2.413,0.022,-0.154,-0.154,-1.941,-0.04,0.264,0.264,0.341,-0.011,-0.022,-0.022,-1.311,-0.029,0.022,0.022,1.049,-0.004,0.066,0.066,-1.102,-0.026
3.4617,-0.022,-0.022,-1.416,-0.018,-0.154,-0.154,-2.151,0.026,0.264,0.264,-1.547,-0.026,-0.022,-0.022,1.862,0.033,0.022,0.022,1.049,-0.004,0.066,0.066,1.338,-0.037
3.4718,-0.022,-0.022,-1.416,-0.018,-0.154,-0.154,-2.151,0.026,0.264,0.264,-1.547,-0.026,-0.022,-0.022,1.862,0.033,0.022,0.022,1.049,-0.004,0.066,0.066,1.338,-0.037
3.4819,-0.022,-0.022,2.098,-0.018,-0.154,-0.154,-2.151,0.026,0.264,0.264,-1.547,-0.026,-0.022,-0.022,1.862,0.033,0.022,0.022,-1.626,0.033,0.066,0.066,-1.574,0.015
3.4921,-0.022,-0.022,-1.862,0.007,-0.154,-0.154,-4.774,0.018,0.264,0.264,0.052,-0.015,-0.022,-0.022,0.734,-0.007,0.022,0.022,1.888,0.029,0.066,0.066,1.311,0.026
3.5022,-0.022,-0.022,-1.862,0.007,-0.154,-0.154,-4.774,0.018,0.264,0.264,0.052,-0.015,-0.022,-0.022,0.734,-0.007,0.022,0.022,1.888,0.029,0.066,0.066,1.311,0.026
3.5123,-0.022,-0.022,-1.862,0.007,-0.154,-0.154,-4.774,0.018,0.264,0.264,0.052,-0.015,-0.022,-0.022,0.734,-0.007,0.022,0.022,-0.498,0.007,0.066,0.066,1.311,0.026
3.5224,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.052,-0.015,-0.022,-0.022,0.734,-0.007,0.022,0.022,-0.498,0.007,0.066,0.066,-1.521,0.007
3.5325,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.918,0.011,-0.022,-0.022,3.488,0.004,0.022,0.022,-0.498,0.007,0.066,0.066,-1.521,0.007
3.5443,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.918,0.011,-0.022,-0.022,3.488,0.004,0.022,0.022,1.574,-0.011,0.066,0.066,-1.521,0.007
3.5544,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.918,0.011,-0.022,-0.022,3.488,0.004,0.022,0.022,1.574,-0.011,0.066,0.066,-1.521,0.007
3.5645,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.918,0.011,-0.022,-0.022,3.488,0.004,0.022,0.022,1.574,-0.011,0.066,0.066,-1.521,0.007
3.5746,-0.022,-0.022,4.197,0.007,-0.154,-0.154,-1.495,-0.044,0.264,0.264,0.918,0.011,-0.022,-0.022,3.488,0.004,0.022,0.022,1.574,-0.011,0.066,0.066,-1.521,0.007
3.5848,-0.022,-0.022,4.564,0.015,-0.154,-0.154,-0.157,0.018,0.264,0.264,-1.81,0.029,-0.022,-0.022,0.577,0.026,0.022,0.022,-1.547,0.004,0.066,0.066,-2.597,0.022
3.5949,-0.022,-0.022,4.564,0.015,-0.154,-0.154,-0.157,0.018,0.264,0.264,-1.81,0.029,-0.022,-0.022,0.577,0.026,0.022,0.022,-1.547,0.004,0.066,0.066,-2.597,0.022
3.6051,0.0,0.0,3.488,0.007,-0.154,-0.154,1.207,0.04,0.264,0.264,-2.334,0.004,-0.022,-0.022,0.839,0.007,0.022,0.022,0.21,-0.026,0.066,0.066,-1.521,0.0
3.6152,0.0,0.0,3.488,0.007,-0.154,-0.154,1.207,0.04,0.264,0.264,-2.334,0.004,-0.022,-0.022,0.839,0.007,0.022,0.022,0.21,-0.026,0.066,0.066,-1.521,0.0
3.6253,0.0,0.0,3.488,0.007,-0.154,-0.154,1.207,0.04,0.264,0.264,-2.334,0.004,-0.022,-0.022,0.839,0.007,0.022,0.022,0.21,-0.026,0.066,0.066,-1.521,0.0
3.6354,0.0,0.0,2.938,0.026,-0.154,-0.154,0.944,-0.015,0.264,0.264,-2.334,0.004,-0.022,-0.022,0.839,0.007,0.022,0.022,-2.885,0.018,0.066,0.066,0.97,-0.07
3.6456,0.0,0.0,2.938,0.026,-0.154,-0.154,0.944,-0.015,0.264,0.264,-2.334,0.004,-0.022,-0.022,0.839,0.007,0.022,0.022,-2.885,0.018,0.066,0.066,0.97,-0.07
3.6557,0.0,0.0,2.938,0.026,-0.154,-0.154,0.944,-0.015,0.264,0.264,-0.839,-0.044,-0.022,-0.022,-2.125,-0.004,0.022,0.022,-2.885,0.018,0.066,0.066,0.97,-0.07
3.6658,0.0,0.0,2.938,0.026,-0.154,-0.154,0.944,-0.015,0.264,0.264,-0.839,-0.044,-0.022,-0.022,-2.125,-0.004,0.022,0.022,0.367,-0.015,0.066,0.066,0.97,-0.07
3.6758,-0.022,-0.022,0.761,0.022,-0.154,-0.154,0.944,-0.015,0.264,0.264,-0.839,-0.044,-0.022,-0.022,-2.125,-0.004,0.022,0.022,0.367,-0.015,0.066,0.066,0.236,-0.022
3.6859,-0.022,-0.022,0.839,0.0,-0.154,-0.154,2.78,-0.04,0.264,0.264,1.416,-0.018,-0.022,-0.022,-0.997,-0.033,0.022,0.022,3.751,-0.011,0.066,0.066,-0.21,-0.007
3.696,-0.022,-0.022,0.839,0.0,-0.154,-0.154,-5.036,0.044,0.264,0.264,1.416,-0.018,-0.022,-0.022,-0.997,-0.033,0.022,0.022,3.751,-0.011,0.066,0.066,-0.21,-0.007
3.7062,-0.022,-0.022,-1.784,-0.04,-0.154,-0.154,1.6,-0.022,0.264,0.264,-0.603,-0.011,-0.022,-0.022,5.403,0.029,0.022,0.022,1.652,-0.029,0.066,0.066,-0.262,0.004
3.7163,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,1.6,-0.022,0.264,0.264,-0.603,-0.011,-0.022,-0.022,5.403,0.029,0.022,0.022,1.652,-0.029,0.066,0.066,-2.57,-0.062
3.7264,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,-0.603,-0.011,-0.022,-0.022,5.403,0.029,0.022,0.022,1.652,-0.029,0.066,0.066,-2.57,-0.062
3.7365,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,-0.603,-0.011,-0.022,-0.022,5.403,0.029,0.022,0.022,1.652,-0.029,0.066,0.066,-2.57,-0.062
3.7466,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,0.079,-0.018,-0.022,-0.022,1.679,0.015,0.022,0.022,-0.813,-0.033,0.066,0.066,-2.57,-0.062
3.7568,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,0.079,-0.018,-0.022,-0.022,1.679,0.015,0.022,0.022,-0.813,-0.033,0.066,0.066,-2.57,-0.062
3.7669,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,0.079,-0.018,-0.022,-0.022,1.679,0.015,0.022,0.022,-0.813,-0.033,0.066,0.066,-2.57,-0.062
3.777,-0.022,-0.022,0.892,-0.011,-0.154,-0.154,-3.515,0.004,0.264,0.264,0.079,-0.018,-0.022,-0.022,1.679,0.015,0.022,0.022,-0.813,-0.033,0.066,0.066,-0.629,0.051
3.7871,0.0,0.0,5.115,0.004,-0.154,-0.154,1.364,-0.018,0.264,0.264,1.757,-0.022,-0.022,-0.022,-2.413,-0.055,0.022,0.022,-1.311,0.029,0.066,0.066,-1.574,0.022
3.7972,0.0,0.0,5.115,0.004,-0.154,-0.154,1.364,-0.018,0.264,0.264,1.757,-0.022,-0.022,-0.022,-2.413,-0.055,0.022,0.022,-1.311,0.029,0.066,0.066,-1.574,0.022
3.8075,-0.022,-0.022,-0.577,-0.007,-0.154,-0.154,-2.938,-0.033,0.264,0.264,1.993,0.011,-0.022,-0.022,0.525,0.04,0.022,0.022,-1.311,0.029,0.066,0.066,-1.574,0.022
3.8277,-0.022,-0.022,-0.577,-0.007,-0.154,-0.154,-2.938,-0.033,0.264,0.264,1.993,0.011,-0.022,-0.022,0.525,0.04,0.022,0.022,-1.311,0.029,0.066,0.066,-1.574,0.022
3.8378,-0.022,-0.022,1.128,0.004,-0.154,-0.154,0.315,0.018,0.264,0.264,1.443,0.029,-0.022,-0.022,-0.629,0.015,0.022,0.022,-0.629,-0.059,0.066,0.066,3.069,-0.029
3.8479,-0.022,-0.022,1.128,0.004,-0.154,-0.154,0.315,0.018,0.264,0.264,1.443,0.029,-0.022,-0.022,-0.629,0.015,0.022,0.022,-0.629,-0.059,0.066,0.066,3.069,-0.029
3.8581,-0.022,-0.022,1.128,0.004,-0.154,-0.154,0.315,0.018,0.264,0.264,1.443,0.029,-0.022,-0.022,-0.629,0.015,0.022,0.022,-0.629,-0.059,0.066,0.066,3.069,-0.029
3.8682,-0.022,-0.022,1.128,0.004,-0.154,-0.154,1.574,0.037,0.264,0.264,-5.141,0.018,-0.022,-0.022,-0.629,0.015,0.022,0.022,-0.629,-0.059,0.066,0.066,3.069,-0.029
3.8783,-0.022,-0.022,1.128,0.004,-0.154,-0.154,1.574,0.037,0.264,0.264,-5.141,0.018,-0.022,-0.022,0.734,0.0,0.022,0.022,-0.629,-0.059,0.066,0.066,3.069,-0.029
3.8884,-0.022,-0.022,-2.098,-0.004,-0.154,-0.154,-0.262,-0.044,0.264,0.264,-5.141,0.018,-0.022,-0.022,0.734,0.0,0.022,0.022,-3.095,-0.048,0.066,0.066,0.289,0.092
3.8985,-0.022,-0.022,-2.098,-0.004,-0.154,-0.154,-0.262,-0.044,0.264,0.264,-5.141,0.018,-0.022,-0.022,0.734,0.0,0.022,0.022,-3.095,-0.048,0.066,0.066,0.289,0.092
3.9111,-0.022,-0.022,-2.098,-0.004,-0.154,-0.154,-0.262,-0.044,0.264,0.264,-5.141,0.018,-0.022,-0.022,0.734,0.0,0.022,0.022,-3.095,-0.048,0.066,0.066,0.289,0.092
3.9212,-0.022,-0.022,-2.098,-0.004,-0.154,-0.154,-0.262,-0.044,0.264,0.264,-5.141,0.018,-0.022,-0.022,0.734,0.0,0.022,0.022,-3.095,-0.048,0.066,0.066,0.289,0.092
3.9313,-0.022,-0.022,1.154,0.029,-0.154,-0.154,0.682,0.037,0.264,0.264,0.446,0.011,-0.022,-0.022,-3.436,-0.015,0.022,0.022,-0.892,-0.011,0.066,0.066,1.102,-0.007
3.9414,-0.022,-0.022,-2.754,0.004,-0.154,-0.154,0.682,0.037,0.264,0.264,0.446,0.011,-0.022,-0.022,1.967,-0.026,0.022,0.022,2.046,0.011,0.066,0.066,-2.177,-0.018
3.9515,-0.022,-0.022,-2.754,0.004,-0.154,-0.154,0.682,0.037,0.264,0.264,0.446,0.011,-0.022,-0.022,1.967,-0.026,0.022,0.022,2.046,0.011,0.066,0.066,-2.177,-0.018
3.9616,-0.022,-0.022,-2.754,0.004,-0.154,-0.154,-3.436,-0.026,0.264,0.264,0.446,0.011,-0.022,-0.022,1.967,-0.026,0.022,0.022,2.046,0.011,0.066,0.066,-2.177,-0.018
3.9717,-0.022,-0.022,-2.754,0.004,-0.154,-0.154,-3.436,-0.026,0.264,0.264,-2.439,0.007,-0.022,-0.022,1.967,-0.026,0.022,0.022,2.046,0.011,0.066,0.066,-2.177,-0.018
3.9819,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,1.705,-0.011,0.022,0.022,-2.806,-0.029,0.066,0.066,3.279,-0.007
3.992,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,1.705,-0.011,0.022,0.022,-2.806,-0.029,0.066,0.066,3.279,-0.007
4.0021,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,1.705,-0.011,0.022,0.022,-2.806,-0.029,0.066,0.066,3.279,-0.007
4.0122,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,-0.997,0.022,0.022,0.022,-2.806,-0.029,0.066,0.066,3.279,-0.007
4.0224,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,-0.997,0.022,0.022,0.022,1.915,0.04,0.066,0.066,3.279,-0.007
4.0325,-0.022,-0.022,-1.574,0.007,-0.154,-0.154,-3.2,0.004,0.264,0.264,0.813,0.015,-0.022,-0.022,-0.997,0.022,0.022,0.022,1.915,0.04,0.066,0.066,-1.285,0.044
4.0438,-0.022,-0.022,3.462,0.022,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,2.177,0.004,0.066,0.066,0.866,-0.004
4.0539,-0.022,-0.022,-3.567,-0.059,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,1.81,0.011,0.066,0.066,2.308,-0.015
4.0641,-0.022,-0.022,-3.567,-0.059,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,1.81,0.011,0.066,0.066,2.308,-0.015
4.0743,-0.022,-0.022,-3.567,-0.059,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,1.81,0.011,0.066,0.066,2.308,-0.015
4.0843,-0.022,-0.022,-3.567,-0.059,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,1.81,0.011,0.066,0.066,2.308,-0.015
4.0944,-0.022,-0.022,-3.567,-0.059,-0.154,-0.154,1.967,0.015,0.264,0.264,0.761,0.004,-0.022,-0.022,-4.092,-0.011,0.022,0.022,1.81,0.011,0.066,0.066,2.308,-0.015
4.1046,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,2.78,-0.015,-0.022,-0.022,-4.538,-0.026,0.022,0.022,3.016,-0.004,0.066,0.066,0.997,0.015
4.1147,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,2.78,-0.015,-0.022,-0.022,-4.538,-0.026,0.022,0.022,3.016,-0.004,0.066,0.066,0.997,0.015
4.1248,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,1.574,0.015,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.997,0.015
4.1349,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,1.574,0.015,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.997,0.015
4.145,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,1.574,0.015,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.997,0.015
4.1551,0.0,0.0,-0.052,-0.007,-0.154,-0.154,1.469,0.0,0.264,0.264,1.574,0.015,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.262,0.0
4.1652,-0.022,-0.022,1.547,0.026,-0.154,-0.154,-1.888,0.0,0.264,0.264,1.574,0.015,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.262,0.0
4.1753,-0.022,-0.022,1.547,0.026,-0.154,-0.154,-1.888,0.0,0.264,0.264,5.744,0.026,-0.022,-0.022,1.469,-0.004,0.022,0.022,-4.092,-0.022,0.066,0.066,0.262,0.0
4.1855,-0.022,-0.022,1.416,-0.022,-0.154,-0.154,-1.443,0.029,0.264,0.264,-0.131,0.011,-0.022,-0.022,-0.603,-0.011,0.022,0.022,-0.761,-0.015,0.066,0.066,-1.757,-0.015
4.1956,0.0,0.0,0.367,-0.007,-0.154,-0.154,2.911,-0.051,0.264,0.264,-0.131,0.011,-0.022,-0.022,-0.603,-0.011,0.022,0.022,-0.761,-0.015,0.066,0.066,-1.757,-0.015
4.2057,0.0,0.0,0.367,-0.007,-0.154,-0.154,2.911,-0.051,0.264,0.264,-0.131,0.011,-0.022,-0.022,-0.603,-0.011,0.022,0.022,-0.761,-0.015,0.066,0.066,-1.757,-0.015
4.2158,0.0,0.0,0.367,-0.007,-0.154,-0.154,2.911,-0.051,0.264,0.264,2.361,0.018,-0.022,-0.022,0.052,-0.029,0.022,0.022,1.102,0.007,0.066,0.066,-1.757,-0.015
4.226,-0.022,-0.022,0.446,-0.004,-0.154,-0.154,1.023,0.037,0.264,0.264,2.361,0.018,-0.022,-0.022,0.052,-0.029,0.022,0.022,1.102,0.007,0.066,0.066,-2.859,0.004
4.2361,-0.022,-0.022,0.446,-0.004,-0.154,-0.154,1.023,0.037,0.264,0.264,2.361,0.018,-0.022,-0.022,0.052,-0.029,0.022,0.022,1.102,0.007,0.066,0.066,-2.859,0.004
