time,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
0.3244,0.022,0.022,-4.013,0.0,0.11,0.11,-3.856,0.267,-0.879,-0.879,3.488,-0.015,0.439,0.439,2.702,0.04,0.439,0.439,0.393,-0.187,0.549,0.549,-2.046,-0.059
0.3345,0.022,0.022,-4.013,0.0,0.11,0.11,-3.856,0.267,-0.879,-0.879,3.252,-0.018,0.439,0.439,-1.784,0.0,0.396,0.396,2.911,-0.084,0.549,0.549,-2.046,-0.059
0.3446,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,3.252,-0.018,0.439,0.439,-1.784,0.0,0.396,0.396,2.911,-0.084,0.549,0.549,-5.587,0.066
0.3548,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,3.252,-0.018,0.439,0.439,-1.784,0.0,0.396,0.396,2.911,-0.084,0.549,0.549,-5.587,0.066
0.3649,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,3.252,-0.018,0.439,0.439,-1.784,0.0,0.396,0.396,2.911,-0.084,0.549,0.549,-5.587,0.066
0.375,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,-1.39,-0.018,0.439,0.439,-1.784,0.0,0.396,0.396,2.911,-0.084,0.549,0.549,-5.587,0.066
0.3851,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,-1.39,-0.018,0.439,0.439,-0.236,0.048,-0.044,-0.044,-21.009,1.073,0.549,0.549,-5.587,0.066
0.3959,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,-1.39,-0.018,0.439,0.439,-0.236,0.048,-0.044,-0.044,-21.009,1.073,0.549,0.549,-5.587,0.066
0.406,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,-1.39,-0.018,0.439,0.439,-0.236,0.048,-0.044,-0.044,-21.009,1.073,0.659,0.659,-2.413,0.103
0.4161,0.022,0.022,-1.207,0.011,-0.132,-0.132,-14.872,0.209,-0.879,-0.879,-1.39,-0.018,0.439,0.439,-0.236,0.048,-0.044,-0.044,-21.009,1.073,0.659,0.659,-2.413,0.103
0.4262,0.0,0.0,3.095,0.0,-0.989,-0.989,0.315,-0.33,-0.879,-0.879,2.046,-0.033,0.439,0.439,-0.236,0.048,-0.044,-0.044,-21.009,1.073,0.659,0.659,-2.413,0.103
0.4363,0.0,0.0,-2.02,-0.026,-1.099,-1.099,-6.006,-0.011,-0.879,-0.879,3.069,-0.04,0.439,0.439,-3.724,0.007,-2.769,-2.769,-80.417,1.875,0.703,0.703,-2.072,0.176
0.4465,0.0,0.0,-2.02,-0.026,-1.099,-1.099,-6.006,-0.011,-0.879,-0.879,3.069,-0.04,0.439,0.439,-3.724,0.007,-2.769,-2.769,-80.417,1.875,0.703,0.703,-2.072,0.176
0.4566,0.0,0.0,-2.02,-0.026,-1.099,-1.099,-6.006,-0.011,-0.879,-0.879,3.069,-0.04,0.439,0.439,-3.724,0.007,-2.769,-2.769,-80.417,1.875,0.703,0.703,-2.072,0.176
0.4667,0.0,0.0,-1.679,-0.015,-1.099,-1.099,-6.006,-0.011,-0.879,-0.879,3.069,-0.04,0.439,0.439,-3.724,0.007,-2.769,-2.769,-80.417,1.875,0.703,0.703,-1.652,0.026
0.4768,0.0,0.0,-1.547,-0.004,-1.231,-1.231,-16.34,0.414,-0.879,-0.879,-2.361,0.022,0.439,0.439,1.338,0.011,-3.867,-3.867,-79.866,-0.472,0.703,0.703,-0.787,-0.048
0.4869,0.0,0.0,-1.547,-0.004,-1.231,-1.231,-16.34,0.414,-0.879,-0.879,-2.361,0.022,0.439,0.439,1.338,0.011,-3.867,-3.867,-79.866,-0.472,0.703,0.703,-0.787,-0.048
0.497,0.0,0.0,-1.547,-0.004,-2.922,-2.922,-67.959,0.209,-0.857,-0.857,2.728,-0.004,0.396,0.396,2.361,0.022,-8.108,-8.108,-61.611,1.029,0.703,0.703,-0.787,-0.048
0.508,0.0,0.0,-1.547,-0.004,-2.922,-2.922,-67.959,0.209,-0.857,-0.857,2.728,-0.004,0.396,0.396,2.361,0.022,-8.108,-8.108,-61.611,1.029,0.703,0.703,-0.787,-0.048
0.5181,0.0,0.0,-1.547,-0.004,-2.922,-2.922,-67.959,0.209,-0.857,-0.857,2.728,-0.004,0.396,0.396,2.361,0.022,-8.108,-8.108,-61.611,1.029,0.703,0.703,-0.787,-0.048
0.5282,0.022,0.022,0.236,-0.022,-6.504,-6.504,-88.207,-0.018,-0.879,-0.879,1.888,0.015,0.396,0.396,2.361,0.022,-8.108,-8.108,-61.611,1.029,0.703,0.703,3.226,0.015
0.5383,0.022,0.022,0.236,-0.022,-6.504,-6.504,-88.207,-0.018,-0.879,-0.879,1.888,0.015,0.396,0.396,-0.813,0.022,-10.218,-10.218,-65.493,1.553,0.703,0.703,-0.97,-0.011
0.5484,0.022,0.022,-1.836,-0.081,-8.438,-8.438,-95.473,-0.037,-0.879,-0.879,-1.547,0.004,0.396,0.396,-3.305,0.062,-10.965,-10.965,-74.49,-1.04,0.703,0.703,-0.708,-0.007
0.5585,0.044,0.044,4.406,-0.055,-9.361,-9.361,-101.899,0.795,-0.879,-0.879,-1.049,-0.007,0.396,0.396,-0.341,0.0,-11.712,-11.712,-76.745,0.861,0.703,0.703,-3.908,-0.022
0.5687,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,-1.049,-0.007,0.396,0.396,-0.341,0.0,-11.712,-11.712,-76.745,0.861,0.703,0.703,-3.908,-0.022
0.5788,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.396,0.396,-0.341,0.0,-11.712,-11.712,-76.745,0.861,0.703,0.703,-3.908,-0.022
0.5889,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-11.712,-11.712,-76.745,0.861,0.703,0.703,-3.908,-0.022
0.599,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-11.712,-11.712,-76.745,0.861,0.703,0.703,-3.908,-0.022
0.6091,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-15.733,-15.733,-105.807,1.637,0.879,0.879,5.403,0.256
0.6193,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-15.733,-15.733,-105.807,1.637,0.879,0.879,5.403,0.256
0.6294,0.044,0.044,4.406,-0.055,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-15.733,-15.733,-105.807,1.637,0.879,0.879,5.403,0.256
0.6395,0.308,0.308,9.521,-0.026,-11.36,-11.36,-104.784,0.813,-0.879,-0.879,1.364,-0.015,0.352,0.352,-1.207,0.022,-15.733,-15.733,-105.807,1.637,0.879,0.879,5.403,0.256
0.6496,0.396,0.396,5.587,0.095,-17.952,-17.952,-117.478,-0.392,-0.879,-0.879,3.462,0.026,0.044,0.044,-12.17,-0.026,-18.282,-18.282,-117.242,0.458,0.901,0.901,-1.967,0.326
0.6597,0.571,0.571,8.603,0.077,-21.182,-21.182,-108.089,0.502,-0.879,-0.879,3.462,0.004,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,2.387,-0.029
0.6698,0.571,0.571,8.603,0.077,-21.182,-21.182,-108.089,0.502,-0.879,-0.879,3.462,0.004,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,2.387,-0.029
0.6799,0.659,0.659,6.426,0.128,-23.577,-23.577,-101.584,-0.443,-0.879,-0.879,3.462,0.004,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,-0.577,0.0
0.69,0.659,0.659,6.426,0.128,-23.577,-23.577,-101.584,-0.443,-0.879,-0.879,3.462,0.004,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,-0.577,0.0
0.7001,0.659,0.659,6.426,0.128,-23.577,-23.577,-101.584,-0.443,-0.879,-0.879,4.223,-0.011,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,-0.577,0.0
0.7102,0.659,0.659,6.426,0.128,-23.577,-23.577,-101.584,-0.443,-0.879,-0.879,4.223,-0.011,-0.066,-0.066,-5.246,-0.022,-22.94,-22.94,-104.574,-0.776,0.879,0.879,-0.577,0.0
0.7203,0.659,0.659,6.426,0.128,-23.577,-23.577,-101.584,-0.443,-0.879,-0.879,4.223,-0.011,-0.352,-0.352,-8.787,0.139,-27.642,-27.642,-72.365,0.231,0.879,0.879,-0.577,0.0
0.7304,0.681,0.681,-0.498,-0.004,-28.126,-28.126,-70.345,-0.546,-0.879,-0.879,4.223,-0.011,-0.352,-0.352,-8.787,0.139,-27.642,-27.642,-72.365,0.231,0.879,0.879,2.466,0.004
0.7405,0.681,0.681,-0.498,-0.004,-28.126,-28.126,-70.345,-0.546,-0.879,-0.879,4.223,-0.011,-0.352,-0.352,-8.787,0.139,-27.642,-27.642,-72.365,0.231,0.879,0.879,2.466,0.004
0.7507,0.681,0.681,-0.498,-0.004,-28.126,-28.126,-70.345,-0.546,-0.879,-0.879,5.088,0.004,-0.791,-0.791,-22.504,0.652,-29.225,-29.225,-56.864,1.179,0.879,0.879,-1.023,0.007
0.7608,0.681,0.681,-0.498,-0.004,-28.126,-28.126,-70.345,-0.546,-0.879,-0.879,5.088,0.004,-0.791,-0.791,-22.504,0.652,-29.225,-29.225,-56.864,1.179,0.879,0.879,-1.023,0.007
0.7709,0.703,0.703,-0.262,-0.051,-29.532,-29.532,-53.952,-1.22,-0.879,-0.879,5.088,0.004,-0.791,-0.791,-22.504,0.652,-29.225,-29.225,-56.864,1.179,0.879,0.879,-1.023,0.007
0.781,0.703,0.703,5.01,0.04,-29.994,-29.994,-41.914,-0.659,-0.879,-0.879,-0.236,-0.011,-1.89,-1.89,-38.215,-0.392,-30.477,-30.477,-33.415,-1.234,0.879,0.879,-2.518,0.011
0.7911,0.703,0.703,5.01,0.04,-29.994,-29.994,-41.914,-0.659,-0.879,-0.879,-0.236,-0.011,-1.89,-1.89,-38.215,-0.392,-30.477,-30.477,-33.415,-1.234,0.879,0.879,-2.518,0.011
0.8012,0.703,0.703,3.069,0.018,-29.994,-29.994,-41.914,-0.659,-0.879,-0.879,-0.236,-0.011,-1.89,-1.89,-38.215,-0.392,-30.785,-30.785,-26.255,0.242,0.879,0.879,1.18,0.011
0.8113,0.703,0.703,3.069,0.018,-30.741,-30.741,-24.34,-0.425,-0.879,-0.879,-0.236,-0.011,-1.89,-1.89,-38.215,-0.392,-30.785,-30.785,-26.255,0.242,0.879,0.879,1.18,0.011
0.8214,0.703,0.703,3.069,0.018,-30.741,-30.741,-24.34,-0.425,-0.901,-0.901,-2.046,0.033,-3.296,-3.296,-34.622,-0.139,-32.037,-32.037,5.692,-1.436,0.879,0.879,1.18,0.011
0.8316,0.703,0.703,3.069,0.018,-30.741,-30.741,-24.34,-0.425,-0.901,-0.901,-2.046,0.033,-3.296,-3.296,-34.622,-0.139,-32.037,-32.037,5.692,-1.436,0.879,0.879,1.18,0.011
0.8417,0.681,0.681,-2.728,0.007,-30.741,-30.741,-24.34,-0.425,-0.901,-0.901,-2.046,0.033,-3.296,-3.296,-34.622,-0.139,-32.037,-32.037,5.692,-1.436,0.879,0.879,2.177,-0.011
0.8518,0.681,0.681,-2.728,0.007,-31.026,-31.026,5.377,-0.007,-0.879,-0.879,0.656,-0.015,-3.296,-3.296,-34.622,-0.139,-32.037,-32.037,5.692,-1.436,0.879,0.879,2.177,-0.011
0.8619,0.659,0.659,-0.97,0.092,-30.873,-30.873,13.639,0.029,-0.901,-0.901,-3.698,-0.037,-4.351,-4.351,-16.157,0.026,-31.488,-31.488,23.239,1.062,0.879,0.879,4.774,0.022
0.872,0.659,0.659,-0.97,0.092,-30.873,-30.873,13.639,0.029,-0.901,-0.901,-3.698,-0.037,-4.351,-4.351,-16.157,0.026,-31.488,-31.488,23.239,1.062,0.879,0.879,4.774,0.022
0.8821,0.593,0.593,-4.774,0.088,-30.697,-30.697,17.101,-0.044,-0.879,-0.879,1.469,0.018,-4.548,-4.548,-19.488,0.355,-31.356,-31.356,-7.37,0.96,0.879,0.879,-1.469,-0.007
0.8922,0.527,0.527,-8.865,0.051,-30.213,-30.213,20.983,-0.256,-0.879,-0.879,1.469,0.018,-4.548,-4.548,-19.488,0.355,-31.356,-31.356,-7.37,0.96,0.879,0.879,-1.469,-0.007
0.9023,0.527,0.527,-8.865,0.051,-30.213,-30.213,20.983,-0.256,-0.901,-0.901,1.023,-0.044,-4.548,-4.548,-19.488,0.355,-31.356,-31.356,-7.37,0.96,0.879,0.879,-1.469,-0.007
0.9124,0.527,0.527,-8.865,0.051,-30.213,-30.213,20.983,-0.256,-0.901,-0.901,1.023,-0.044,-5.823,-5.823,-38.478,-0.19,-31.532,-31.532,-0.682,-0.154,0.879,0.879,-1.469,-0.007
0.9225,0.527,0.527,-8.865,0.051,-30.213,-30.213,20.983,-0.256,-0.901,-0.901,1.023,-0.044,-5.823,-5.823,-38.478,-0.19,-31.532,-31.532,-0.682,-0.154,0.879,0.879,-1.469,-0.007
0.9326,0.527,0.527,-8.865,0.051,-30.213,-30.213,20.983,-0.256,-0.901,-0.901,1.023,-0.044,-5.823,-5.823,-38.478,-0.19,-31.532,-31.532,-0.682,-0.154,0.879,0.879,-1.521,0.033
0.9427,-0.22,-0.22,-18.255,0.198,-28.807,-28.807,34.806,0.502,-0.901,-0.901,-0.315,-0.022,-6.746,-6.746,-33.966,0.421,-31.532,-31.532,-0.682,-0.154,0.879,0.879,-1.521,0.033
0.9528,-0.461,-0.461,-23.527,0.249,-28.477,-28.477,29.796,0.194,-0.901,-0.901,0.603,-0.011,-7.163,-7.163,-32.76,-0.231,-31.51,-31.51,2.649,0.077,0.879,0.879,-1.207,0.0
0.9629,-0.461,-0.461,-23.527,0.249,-28.477,-28.477,29.796,0.194,-0.901,-0.901,0.603,-0.011,-7.163,-7.163,-32.76,-0.231,-31.51,-31.51,2.649,0.077,0.879,0.879,-1.207,0.0
0.973,-0.461,-0.461,-23.527,0.249,-28.477,-28.477,29.796,0.194,-0.901,-0.901,0.603,-0.011,-7.163,-7.163,-32.76,-0.231,-31.51,-31.51,2.649,0.077,0.879,0.879,-1.207,0.0
0.9831,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.879,-0.879,1.626,0.0,-7.471,-7.471,-26.57,-0.626,-31.444,-31.444,2.649,-0.015,0.879,0.879,-1.81,-0.011
0.9933,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.879,-0.879,1.626,0.0,-7.471,-7.471,-26.57,-0.626,-31.444,-31.444,2.649,-0.015,0.879,0.879,-1.81,-0.011
1.0035,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.901,-0.901,1.574,-0.004,-7.998,-7.998,-6.898,-0.242,-31.444,-31.444,2.649,-0.015,0.879,0.879,-1.81,-0.011
1.0136,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.901,-0.901,1.574,-0.004,-7.998,-7.998,-6.898,-0.242,-31.444,-31.444,2.649,-0.015,0.879,0.879,-1.81,-0.011
1.0237,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.901,-0.901,1.574,-0.004,-7.998,-7.998,-6.898,-0.242,-31.444,-31.444,2.649,-0.015,0.879,0.879,-1.81,-0.011
1.0338,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.901,-0.901,1.574,-0.004,-7.998,-7.998,-6.898,-0.242,-31.4,-31.4,3.934,-0.088,0.879,0.879,-1.888,0.004
1.0439,-0.901,-0.901,-19.698,0.172,-27.62,-27.62,36.983,-0.428,-0.901,-0.901,1.574,-0.004,-7.998,-7.998,-6.898,-0.242,-31.4,-31.4,3.934,-0.088,0.879,0.879,-1.888,0.004
1.054,-3.516,-3.516,-45.769,0.055,-26.06,-26.06,19.304,-0.366,-0.901,-0.901,0.236,-0.011,-8.108,-8.108,-2.885,-0.048,-31.4,-31.4,1.888,0.029,0.879,0.879,1.626,0.0
1.0643,-3.516,-3.516,-45.769,0.055,-25.819,-25.819,22.163,-0.48,-0.901,-0.901,-0.21,-0.015,-8.13,-8.13,-2.911,-0.059,-31.4,-31.4,1.888,0.029,0.879,0.879,1.626,0.0
1.0745,-3.516,-3.516,-45.769,0.055,-25.819,-25.819,22.163,-0.48,-0.901,-0.901,-0.21,-0.015,-8.13,-8.13,-2.911,-0.059,-31.4,-31.4,1.888,0.029,0.879,0.879,1.626,0.0
1.0846,-3.516,-3.516,-45.769,0.055,-25.819,-25.819,22.163,-0.48,-0.901,-0.901,-0.21,-0.015,-8.13,-8.13,-2.911,-0.059,-31.4,-31.4,1.888,0.029,0.879,0.879,1.626,0.0
1.0947,-3.516,-3.516,-45.769,0.055,-25.819,-25.819,22.163,-0.48,-0.901,-0.901,-0.21,-0.015,-8.13,-8.13,-2.911,-0.059,-31.4,-31.4,-0.052,-0.011,0.879,0.879,1.626,0.0
1.1048,-4.812,-4.812,-48.681,0.179,-25.401,-25.401,28.091,0.172,-0.879,-0.879,2.151,0.004,-8.13,-8.13,-1.259,-0.037,-31.4,-31.4,-2.256,-0.007,0.879,0.879,0.839,-0.018
1.115,-4.812,-4.812,-48.681,0.179,-25.401,-25.401,28.091,0.172,-0.879,-0.879,2.151,0.004,-8.13,-8.13,-1.259,-0.037,-31.4,-31.4,-2.256,-0.007,0.879,0.879,0.839,-0.018
1.1251,-4.812,-4.812,-48.681,0.179,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-1.259,-0.037,-31.4,-31.4,-2.256,-0.007,0.879,0.879,0.839,-0.018
1.1352,-4.812,-4.812,-48.681,0.179,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-1.259,-0.037,-31.4,-31.4,-2.256,-0.007,0.879,0.879,0.839,-0.018
1.1454,-4.812,-4.812,-48.681,0.179,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-0.131,0.018,-31.356,-31.356,-1.705,0.026,0.879,0.879,0.839,-0.018
1.1555,-4.812,-4.812,-48.681,0.179,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-0.131,0.018,-31.356,-31.356,-1.705,0.026,0.879,0.879,0.839,-0.018
1.1656,-8.152,-8.152,-27.75,-0.04,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-0.131,0.018,-31.356,-31.356,-1.705,0.026,0.901,0.901,3.593,0.029
1.1757,-8.152,-8.152,-27.75,-0.04,-24.5,-24.5,4.826,0.154,-0.879,-0.879,0.944,0.029,-8.13,-8.13,-0.131,0.018,-31.356,-31.356,-1.705,0.026,0.901,0.901,3.593,0.029
