time,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
1.1858,-8.152,-8.152,-27.75,-0.04,-23.951,-23.951,19.435,-0.483,-0.879,-0.879,-3.436,0.04,-8.13,-8.13,-0.525,0.026,-31.356,-31.356,-2.78,-0.044,0.923,0.923,2.518,0.004
1.1959,-8.614,-8.614,-15.029,-0.223,-23.951,-23.951,19.435,-0.483,-0.879,-0.879,-3.436,0.04,-8.13,-8.13,-0.525,0.026,-31.356,-31.356,-2.78,-0.044,0.923,0.923,2.518,0.004
1.2061,-8.614,-8.614,-15.029,-0.223,-23.951,-23.951,19.435,-0.483,-0.879,-0.879,-3.436,0.04,-8.13,-8.13,-0.525,0.026,-31.356,-31.356,-2.78,-0.044,0.923,0.923,2.518,0.004
1.2162,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,3.62,-0.022,-8.13,-8.13,-3.698,0.055,-31.334,-31.334,3.672,-0.015,0.945,0.945,1.469,0.015
1.2263,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,3.62,-0.022,-8.13,-8.13,-3.698,0.055,-31.334,-31.334,3.672,-0.015,0.945,0.945,1.469,0.015
1.2364,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,3.62,-0.022,-8.13,-8.13,-3.698,0.055,-31.334,-31.334,3.672,-0.015,0.945,0.945,1.469,0.015
1.2465,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,3.62,-0.022,-8.13,-8.13,-3.698,0.055,-31.334,-31.334,3.672,-0.015,0.945,0.945,1.469,0.015
1.2566,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,5.639,0.011,-8.13,-8.13,2.964,-0.011,-31.202,-31.202,3.698,0.099,1.055,1.055,-0.052,0.103
1.2667,-8.899,-8.899,-14.373,-0.253,-23.314,-23.314,-6.924,0.41,-0.879,-0.879,5.639,0.011,-8.13,-8.13,2.964,-0.011,-31.202,-31.202,3.698,0.099,1.055,1.055,-0.052,0.103
1.2769,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.754,-0.04,-8.152,-8.152,0.787,0.011,-31.158,-31.158,-0.236,-0.033,1.165,1.165,3.016,0.198
1.287,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.466,0.015,-8.152,-8.152,1.915,0.125,-31.158,-31.158,-0.236,-0.033,1.165,1.165,3.016,0.198
1.2971,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.466,0.015,-8.152,-8.152,1.915,0.125,-31.158,-31.158,-0.236,-0.033,1.165,1.165,3.016,0.198
1.3073,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.466,0.015,-8.152,-8.152,1.915,0.125,-31.158,-31.158,-0.236,-0.033,1.165,1.165,3.016,0.198
1.3174,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.466,0.015,-8.152,-8.152,1.915,0.125,-31.158,-31.158,-0.236,-0.033,1.165,1.165,3.016,0.198
1.3275,-9.317,-9.317,-1.102,-0.15,-23.402,-23.402,-2.334,0.051,-0.879,-0.879,-2.466,0.015,-8.152,-8.152,1.915,0.125,-31.114,-31.114,1.102,-0.037,1.187,1.187,2.492,0.161
1.3376,-9.295,-9.295,1.495,-0.044,-23.402,-23.402,-4.564,0.011,-0.879,-0.879,-3.331,0.007,-8.174,-8.174,-2.439,0.117,-31.092,-31.092,5.298,-0.121,1.209,1.209,1.233,0.084
1.3477,-9.295,-9.295,1.495,-0.044,-23.402,-23.402,-4.564,0.011,-0.857,-0.857,0.892,-0.022,-8.174,-8.174,-2.439,0.117,-31.092,-31.092,5.298,-0.121,1.209,1.209,1.233,0.084
1.3579,-9.295,-9.295,1.495,-0.044,-23.402,-23.402,-4.564,0.011,-0.857,-0.857,0.892,-0.022,-8.284,-8.284,0.367,0.088,-30.213,-30.213,46.949,-2.201,1.209,1.209,1.233,0.084
1.3786,-9.295,-9.295,1.495,-0.044,-23.402,-23.402,-4.564,0.011,-0.857,-0.857,0.892,-0.022,-8.284,-8.284,0.367,0.088,-30.213,-30.213,46.949,-2.201,1.209,1.209,1.233,0.084
1.3887,-9.295,-9.295,1.495,-0.044,-23.402,-23.402,-4.564,0.011,-0.857,-0.857,0.892,-0.022,-8.284,-8.284,0.367,0.088,-30.213,-30.213,46.949,-2.201,1.209,1.209,1.233,0.084
1.3989,-9.251,-9.251,3.357,0.015,-23.27,-23.27,7.213,0.022,-0.857,-0.857,-2.702,0.033,-8.284,-8.284,0.367,0.088,-30.213,-30.213,46.949,-2.201,1.296,1.296,0.105,-0.007
1.4091,-9.251,-9.251,3.357,0.015,-23.27,-23.27,7.213,0.022,-0.857,-0.857,-2.702,0.033,-8.284,-8.284,0.367,0.088,-30.213,-30.213,46.949,-2.201,1.296,1.296,0.105,-0.007
1.4192,-9.075,-9.075,7.79,-0.146,-23.27,-23.27,7.213,0.022,-0.857,-0.857,-2.702,0.033,-8.57,-8.57,-14.583,0.311,-26.698,-26.698,76.64,-1.161,1.692,1.692,21.691,-1.139
1.4293,-8.965,-8.965,10.911,-0.117,-22.435,-22.435,35.592,-0.853,-0.857,-0.857,-1.941,-0.04,-9.141,-9.141,-15.79,-0.198,-25.907,-25.907,88.207,0.015,1.956,1.956,34.438,-1.86
1.4394,-8.965,-8.965,10.911,-0.117,-22.435,-22.435,35.592,-0.853,-0.857,-0.857,2.806,-0.004,-9.141,-9.141,-15.79,-0.198,-25.907,-25.907,88.207,0.015,1.956,1.956,34.438,-1.86
1.4496,-8.965,-8.965,10.911,-0.117,-22.435,-22.435,35.592,-0.853,-0.857,-0.857,2.806,-0.004,-9.361,-9.361,-18.622,-0.223,-24.896,-24.896,76.719,-0.568,2.637,2.637,59.933,-0.938
1.4597,-8.811,-8.811,10.964,0.007,-21.16,-21.16,67.014,-0.092,-0.857,-0.857,-1.547,-0.026,-9.361,-9.361,-18.622,-0.223,-24.896,-24.896,76.719,-0.568,2.637,2.637,59.933,-0.938
1.4698,-8.811,-8.811,10.964,0.007,-21.16,-21.16,67.014,-0.092,-0.857,-0.857,-1.547,-0.026,-9.361,-9.361,-18.622,-0.223,-24.896,-24.896,76.719,-0.568,2.637,2.637,59.933,-0.938
1.48,-8.811,-8.811,10.964,0.007,-21.16,-21.16,67.014,-0.092,-0.857,-0.857,-1.547,-0.026,-10.196,-10.196,-32.261,0.641,-20.897,-20.897,75.329,-1.128,6.504,6.504,78.24,-0.428
1.4901,-8.811,-8.811,10.964,0.007,-21.16,-21.16,67.014,-0.092,-0.857,-0.857,-1.547,-0.026,-10.196,-10.196,-32.261,0.641,-20.897,-20.897,75.329,-1.128,6.504,6.504,78.24,-0.428
1.5002,-8.811,-8.811,10.964,0.007,-21.16,-21.16,67.014,-0.092,-0.857,-0.857,-1.547,-0.026,-10.196,-10.196,-32.261,0.641,-20.897,-20.897,75.329,-1.128,6.504,6.504,78.24,-0.428
1.5103,-8.372,-8.372,0.446,0.095,-16.985,-16.985,99.538,-0.238,-0.945,-0.945,0.708,-0.319,-11.69,-11.69,-46.399,0.026,-18.567,-18.567,85.952,-1.41,8.614,8.614,92.719,0.209
1.5204,-8.372,-8.372,1.102,-0.007,-14.986,-14.986,110.134,-0.381,-0.923,-0.923,-2.177,-0.026,-12.481,-12.481,-51.172,0.524,-17.271,-17.271,89.099,-0.806,9.712,9.712,90.62,-1.227
1.5305,-8.372,-8.372,1.102,-0.007,-13.865,-13.865,117.819,-0.414,-0.901,-0.901,2.177,0.011,-12.876,-12.876,-51.408,-0.029,-16.502,-16.502,97.781,-0.835,10.767,10.767,90.935,1.234
1.5406,-8.35,-8.35,-1.547,-0.033,-13.865,-13.865,117.819,-0.414,-0.901,-0.901,2.177,0.011,-12.876,-12.876,-51.408,-0.029,-16.502,-16.502,97.781,-0.835,10.767,10.767,90.935,1.234
1.5507,-8.35,-8.35,-1.547,-0.033,-11.206,-11.206,130.776,-0.183,-0.879,-0.879,-1.915,0.092,-12.876,-12.876,-51.408,-0.029,-16.502,-16.502,97.781,-0.835,10.767,10.767,90.935,1.234
1.5608,-8.35,-8.35,-1.547,-0.033,-11.206,-11.206,130.776,-0.183,-0.879,-0.879,-1.915,0.092,-12.876,-12.876,-51.408,-0.029,-16.502,-16.502,97.781,-0.835,10.767,10.767,90.935,1.234
1.5709,-8.35,-8.35,-1.547,-0.033,-11.206,-11.206,130.776,-0.183,-0.879,-0.879,-1.915,0.092,-12.876,-12.876,-51.408,-0.029,-16.502,-16.502,97.781,-0.835,10.767,10.767,90.935,1.234
1.5811,-8.35,-8.35,-1.547,-0.033,-11.206,-11.206,130.776,-0.183,-0.879,-0.879,-1.915,0.092,-14.327,-14.327,-36.983,0.125,-11.316,-11.316,129.124,-1.86,10.767,10.767,90.935,1.234
1.5912,-8.35,-8.35,-1.547,-0.033,-11.206,-11.206,130.776,-0.183,-0.879,-0.879,-1.915,0.092,-14.327,-14.327,-36.983,0.125,-11.316,-11.316,129.124,-1.86,10.767,10.767,90.935,1.234
1.6013,-8.152,-8.152,0.131,0.117,-3.955,-3.955,134.501,0.853,-0.879,-0.879,0.498,-0.022,-14.327,-14.327,-36.983,0.125,-11.316,-11.316,129.124,-1.86,15.184,15.184,73.099,-0.088
1.6114,-8.152,-8.152,0.131,0.117,-3.955,-3.955,134.501,0.853,-0.879,-0.879,0.498,-0.022,-14.327,-14.327,-36.983,0.125,-11.316,-11.316,129.124,-1.86,15.184,15.184,73.099,-0.088
1.6215,-8.152,-8.152,-0.393,0.125,-2.219,-2.219,126.921,0.593,-0.879,-0.879,0.498,-0.022,-15.733,-15.733,-27.724,0.007,-6.988,-6.988,135.943,-0.747,16.678,16.678,77.086,1.08
1.6316,-8.152,-8.152,-0.393,0.125,-2.219,-2.219,126.921,0.593,-0.879,-0.879,0.498,-0.022,-15.733,-15.733,-27.724,0.007,-6.988,-6.988,135.943,-0.747,16.678,16.678,77.086,1.08
1.6418,-8.152,-8.152,-0.393,0.125,-2.219,-2.219,126.921,0.593,-0.879,-0.879,-0.944,0.015,-16.48,-16.48,-42.097,0.278,-6.988,-6.988,135.943,-0.747,16.678,16.678,77.086,1.08
1.6519,-8.196,-8.196,2.229,0.084,2.483,2.483,111.236,-0.029,-0.901,-0.901,6.033,-0.044,-16.897,-16.897,-39.369,-0.161,-2.527,-2.527,121.832,2.106,19.161,19.161,71.342,-0.905
1.662,-8.196,-8.196,2.229,0.084,2.483,2.483,111.236,-0.029,-0.901,-0.901,6.033,-0.044,-16.897,-16.897,-39.369,-0.161,-2.527,-2.527,121.832,2.106,19.161,19.161,71.342,-0.905
1.672,-8.196,-8.196,2.229,0.084,2.483,2.483,111.236,-0.029,-0.901,-0.901,6.033,-0.044,-16.897,-16.897,-39.369,-0.161,-2.527,-2.527,121.832,2.106,19.161,19.161,71.342,-0.905
1.6822,-8.196,-8.196,2.229,0.084,2.483,2.483,111.236,-0.029,-0.901,-0.901,-4.538,0.11,-18.348,-18.348,-50.753,0.432,1.538,1.538,58.123,1.776,19.161,19.161,71.342,-0.905
1.6941,-8.196,-8.196,2.229,0.084,2.483,2.483,111.236,-0.029,-0.901,-0.901,-4.538,0.11,-18.348,-18.348,-50.753,0.432,1.538,1.538,58.123,1.776,19.161,19.161,71.342,-0.905
1.7042,-8.548,-8.548,-24.944,0.604,6.504,6.504,26.071,1.527,-0.242,-0.242,50.097,-0.813,-18.348,-18.348,-50.753,0.432,1.538,1.538,58.123,1.776,23.028,23.028,68.405,-0.868
1.7143,-8.548,-8.548,-24.944,0.604,6.504,6.504,26.071,1.527,-0.242,-0.242,50.097,-0.813,-18.348,-18.348,-50.753,0.432,1.538,1.538,58.123,1.776,23.028,23.028,68.405,-0.868
1.7244,-8.548,-8.548,-24.944,0.604,6.504,6.504,26.071,1.527,-0.242,-0.242,50.097,-0.813,-20.172,-20.172,-57.126,0.505,2.549,2.549,29.612,1.209,23.028,23.028,68.405,-0.868
1.7345,-8.811,-8.811,-22.74,0.07,6.702,6.702,-10.019,1.168,-0.242,-0.242,50.097,-0.813,-20.172,-20.172,-57.126,0.505,2.549,2.549,29.612,1.209,24.171,24.171,58.779,1.593
1.7447,-8.811,-8.811,-22.74,0.07,6.702,6.702,-10.019,1.168,1.34,1.34,77.716,0.315,-21.841,-21.841,-51.251,0.19,2.549,2.549,29.612,1.209,24.171,24.171,58.779,1.593
1.7548,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,2.593,2.593,91.066,-1.974,-22.347,-22.347,-54.844,-0.205,2.527,2.527,-14.95,-0.319,25.731,25.731,33.783,1.231
1.7649,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,2.593,2.593,91.066,-1.974,-22.347,-22.347,-54.844,-0.205,2.527,2.527,-14.95,-0.319,25.731,25.731,33.783,1.231
1.775,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.527,2.527,-14.95,-0.319,25.731,25.731,33.783,1.231
1.7851,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.439,2.439,3.331,0.077,25.731,25.731,33.783,1.231
1.7952,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.439,2.439,3.331,0.077,25.665,25.665,7.239,-0.674
1.8053,-9.141,-9.141,7.082,-0.432,6.262,6.262,-14.609,0.322,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.439,2.439,3.331,0.077,25.665,25.665,7.239,-0.674
1.8155,-8.789,-8.789,0.0,0.282,4.812,4.812,-27.173,-0.762,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.439,2.439,3.331,0.077,25.665,25.665,7.239,-0.674
1.8256,-8.789,-8.789,0.0,0.282,4.812,4.812,-27.173,-0.762,5.01,5.01,102.895,0.414,-23.621,-23.621,-31.737,0.143,2.439,2.439,3.331,0.077,25.665,25.665,7.239,-0.674
1.8357,-8.811,-8.811,0.734,-0.007,4.592,4.592,-0.892,-0.791,9.822,9.822,77.034,-0.374,-25.533,-25.533,-27.121,0.132,2.439,2.439,1.233,-0.018,25.797,25.797,3.856,0.227
1.8458,-8.811,-8.811,-1.967,-0.004,4.614,4.614,2.702,-0.538,11.822,11.822,50.989,-0.454,-26.302,-26.302,-32.524,-0.549,2.439,2.439,-0.866,-0.059,25.797,25.797,1.233,0.172
1.8559,-8.811,-8.811,-1.967,-0.004,4.614,4.614,2.702,-0.538,11.822,11.822,50.989,-0.454,-26.302,-26.302,-32.524,-0.549,2.439,2.439,-0.866,-0.059,25.797,25.797,1.233,0.172
1.8761,-8.811,-8.811,-1.967,-0.004,4.614,4.614,2.702,-0.538,11.822,11.822,50.989,-0.454,-26.302,-26.302,-32.524,-0.549,2.439,2.439,-0.866,-0.059,25.797,25.797,1.233,0.172
1.8862,-8.811,-8.811,1.443,0.04,4.79,4.79,14.977,-0.333,13.272,13.272,42.963,0.773,-26.302,-26.302,-32.524,-0.549,2.461,2.461,0.656,0.055,25.775,25.775,-0.761,0.084
1.8964,-8.811,-8.811,1.443,0.04,4.79,4.79,14.977,-0.333,13.272,13.272,42.963,0.773,-26.61,-26.61,4.747,-0.447,2.461,2.461,0.656,0.055,25.775,25.775,-0.761,0.084
1.9065,-8.811,-8.811,1.443,0.04,4.79,4.79,14.977,-0.333,13.272,13.272,42.963,0.773,-26.61,-26.61,4.747,-0.447,2.417,2.417,-4.328,-0.103,25.775,25.775,-0.761,0.084
1.9166,-8.811,-8.811,1.443,0.04,4.79,4.79,14.977,-0.333,13.272,13.272,42.963,0.773,-26.61,-26.61,4.747,-0.447,2.417,2.417,-4.328,-0.103,25.775,25.775,-0.761,0.084
1.9267,-8.987,-8.987,-4.197,-0.029,4.79,4.79,14.977,-0.333,13.272,13.272,42.963,0.773,-26.61,-26.61,4.747,-0.447,2.417,2.417,-4.328,-0.103,25.489,25.489,2.282,-0.355
1.9369,-8.987,-8.987,-4.197,-0.029,5.032,5.032,-8.996,0.136,13.272,13.272,42.963,0.773,-26.61,-26.61,4.747,-0.447,2.417,2.417,-4.328,-0.103,25.489,25.489,2.282,-0.355
1.9472,-9.031,-9.031,-1.075,0.011,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,0.656,0.249,2.241,2.241,-8.157,0.044,25.423,25.423,0.603,-0.154
1.9574,-9.031,-9.031,-1.075,0.011,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,-0.551,0.396,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
1.9675,-9.031,-9.031,-1.075,0.011,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,-0.551,0.396,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
1.9776,-9.031,-9.031,-1.075,0.011,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,-0.551,0.396,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
1.9877,-9.031,-9.031,-1.075,0.011,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,-0.551,0.396,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
1.9978,-9.075,-9.075,-4.302,-0.029,4.746,4.746,-12.8,-0.059,15.118,15.118,-1.731,0.363,-26.28,-26.28,-0.551,0.396,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
2.0079,-9.075,-9.075,-4.302,-0.029,4.439,4.439,-21.009,0.132,14.986,14.986,-7.58,0.392,-26.346,-26.346,-2.649,-0.084,2.175,2.175,-5.928,-0.176,25.423,25.423,-0.105,-0.106
2.018,-9.075,-9.075,-4.302,-0.029,4.439,4.439,-21.009,0.132,14.986,14.986,-7.58,0.392,-26.346,-26.346,-2.649,-0.084,1.406,1.406,-38.478,2.003,25.423,25.423,-0.105,-0.106
2.0309,-9.053,-9.053,4.879,-0.066,2.373,2.373,-39.841,0.033,14.48,14.48,-12.485,-0.443,-26.346,-26.346,3.515,-0.018,0.066,0.066,-56.943,-0.535,25.313,25.313,1.259,-0.077
2.0419,-9.053,-9.053,4.879,-0.066,1.956,1.956,-46.74,0.754,14.48,14.48,-12.485,-0.443,-26.346,-26.346,3.515,-0.018,0.066,0.066,-56.943,-0.535,25.313,25.313,1.259,-0.077
2.052,-9.053,-9.053,4.879,-0.066,1.956,1.956,-46.74,0.754,14.48,14.48,-12.485,-0.443,-26.346,-26.346,3.515,-0.018,0.066,0.066,-56.943,-0.535,25.313,25.313,1.259,-0.077
2.0622,-9.053,-9.053,4.879,-0.066,1.956,1.956,-46.74,0.754,14.48,14.48,-12.485,-0.443,-26.346,-26.346,3.515,-0.018,0.066,0.066,-56.943,-0.535,25.313,25.313,1.259,-0.077
2.0723,-9.053,-9.053,4.879,-0.066,1.956,1.956,-46.74,0.754,14.371,14.371,-10.36,-0.45,-26.324,-26.324,2.125,-0.018,-0.615,-0.615,-64.26,1.71,25.313,25.313,1.259,-0.077
2.0824,-8.965,-8.965,2.466,0.092,1.362,1.362,-52.536,0.161,14.283,14.283,-8.498,-0.582,-26.324,-26.324,-1.836,0.04,-1.45,-1.45,-69.69,-1.154,25.313,25.313,1.731,-0.033
2.0925,-8.965,-8.965,2.466,0.092,1.362,1.362,-52.536,0.161,14.283,14.283,-8.498,-0.582,-26.324,-26.324,-1.836,0.04,-1.45,-1.45,-69.69,-1.154,25.313,25.313,1.731,-0.033
2.1026,-8.965,-8.965,2.466,0.092,-0.439,-0.439,-45.927,0.088,14.239,14.239,-6.138,-0.011,-26.324,-26.324,1.705,-0.048,-1.45,-1.45,-69.69,-1.154,25.313,25.313,1.731,-0.033
2.1128,-8.965,-8.965,2.466,0.092,-0.439,-0.439,-45.927,0.088,14.239,14.239,-6.138,-0.011,-26.324,-26.324,1.705,-0.048,-1.45,-1.45,-69.69,-1.154,25.313,25.313,1.731,-0.033
2.1229,-8.965,-8.965,2.466,0.092,-0.439,-0.439,-45.927,0.088,14.239,14.239,-6.138,-0.011,-26.324,-26.324,1.705,-0.048,-1.45,-1.45,-69.69,-1.154,25.313,25.313,1.731,-0.033
2.133,-8.965,-8.965,2.466,0.092,-0.439,-0.439,-45.927,0.088,14.239,14.239,-6.138,-0.011,-26.324,-26.324,1.705,-0.048,-4.109,-4.109,-11.987,-0.15,25.599,25.599,-0.367,0.41
2.1431,-8.987,-8.987,-0.184,-0.029,-0.439,-0.439,-45.927,0.088,14.239,14.239,-6.138,-0.011,-26.324,-26.324,1.705,-0.048,-4.109,-4.109,-11.987,-0.15,25.599,25.599,-0.367,0.41
2.1532,-8.965,-8.965,1.915,0.066,-2.131,-2.131,-14.714,-0.157,14.239,14.239,1.207,-0.022,-26.346,-26.346,1.364,-0.033,-4.592,-4.592,-21.088,0.458,25.577,25.577,3.2,-0.022
2.1633,-8.965,-8.965,1.915,0.066,-2.131,-2.131,-14.714,-0.157,14.239,14.239,1.207,-0.022,-26.324,-26.324,-1.364,0.051,-4.834,-4.834,-22.163,-0.432,25.577,25.577,3.2,-0.022
2.1734,-8.965,-8.965,1.915,0.066,-2.131,-2.131,-14.714,-0.157,14.239,14.239,1.207,-0.022,-26.324,-26.324,-1.364,0.051,-4.834,-4.834,-22.163,-0.432,25.555,25.555,-1.18,0.004
2.1835,-8.987,-8.987,0.262,-0.044,-2.285,-2.285,-10.701,-0.146,14.261,14.261,0.944,-0.015,-26.346,-26.346,4.931,-0.066,-5.032,-5.032,-13.875,-1.293,25.533,25.533,-2.151,-0.007
2.1937,-8.987,-8.987,0.262,-0.044,-2.505,-2.505,-5.062,-0.264,14.261,14.261,0.944,-0.015,-26.346,-26.346,4.931,-0.066,-5.032,-5.032,-13.875,-1.293,25.533,25.533,-2.151,-0.007
2.2038,-8.987,-8.987,0.262,-0.044,-2.505,-2.505,-5.062,-0.264,14.283,14.283,4.485,-0.055,-26.368,-26.368,-6.321,0.029,-5.032,-5.032,-13.875,-1.293,25.533,25.533,-2.151,-0.007
2.2139,-8.987,-8.987,0.262,-0.044,-2.505,-2.505,-5.062,-0.264,14.283,14.283,4.485,-0.055,-26.368,-26.368,-6.321,0.029,-5.032,-5.032,-13.875,-1.293,25.533,25.533,-2.151,-0.007
2.2241,-8.987,-8.987,0.262,-0.044,-2.505,-2.505,-5.062,-0.264,14.283,14.283,4.485,-0.055,-26.368,-26.368,-6.321,0.029,-4.966,-4.966,6.452,0.22,25.445,25.445,-1.652,-0.07
2.2342,-8.987,-8.987,0.262,-0.044,-2.505,-2.505,-5.062,-0.264,14.283,14.283,4.485,-0.055,-26.368,-26.368,-6.321,0.029,-4.966,-4.966,6.452,0.22,25.445,25.445,-1.652,-0.07
2.2443,-8.987,-8.987,0.236,-0.007,-2.505,-2.505,1.679,0.059,14.502,14.502,2.518,0.311,-26.456,-26.456,0.026,-0.073,-4.966,-4.966,-1.731,0.084,25.423,25.423,-2.78,-0.051
2.2544,-8.987,-8.987,0.236,-0.007,-2.505,-2.505,1.679,0.059,14.502,14.502,2.518,0.311,-26.456,-26.456,0.525,-0.062,-4.966,-4.966,3.069,0.044,25.423,25.423,0.21,-0.033
2.2646,-8.987,-8.987,0.236,-0.007,-2.505,-2.505,1.679,0.059,14.502,14.502,2.518,0.311,-26.456,-26.456,0.525,-0.062,-4.966,-4.966,3.069,0.044,25.423,25.423,0.21,-0.033
2.2747,-8.987,-8.987,0.236,-0.007,-2.505,-2.505,1.679,0.059,14.502,14.502,2.518,0.311,-26.456,-26.456,0.525,-0.062,-4.966,-4.966,3.069,0.044,25.423,25.423,0.21,-0.033
2.2849,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.502,14.502,0.236,0.11,-26.456,-26.456,0.393,0.029,-4.988,-4.988,-2.544,-0.011,25.423,25.423,0.839,-0.015
2.295,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.502,14.502,0.236,0.11,-26.456,-26.456,0.393,0.029,-4.988,-4.988,-2.544,-0.011,25.423,25.423,0.839,-0.015
2.3051,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.48,14.48,0.708,-0.022,-26.456,-26.456,-1.784,-0.007,-4.988,-4.988,-2.544,-0.011,25.423,25.423,0.839,-0.015
2.3152,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.48,14.48,0.708,-0.022,-26.456,-26.456,-1.784,-0.007,-4.988,-4.988,-2.544,-0.011,25.423,25.423,0.839,-0.015
2.3254,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.48,14.48,0.708,-0.022,-26.456,-26.456,-1.784,-0.007,-5.054,-5.054,-1.075,-0.073,25.423,25.423,-1.6,-0.022
2.3355,-8.987,-8.987,0.525,0.033,-2.527,-2.527,-1.705,0.015,14.48,14.48,0.708,-0.022,-26.456,-26.456,-1.784,-0.007,-5.054,-5.054,-1.075,-0.073,25.423,25.423,-1.6,-0.022
2.3457,-8.987,-8.987,1.705,-0.033,-2.527,-2.527,0.551,-0.015,14.48,14.48,0.866,-0.037,-26.434,-26.434,1.469,0.033,-5.032,-5.032,3.384,0.037,25.423,25.423,2.754,-0.029
2.3558,-8.987,-8.987,1.705,-0.033,-2.527,-2.527,0.341,-0.004,14.48,14.48,1.652,-0.011,-26.434,-26.434,1.469,0.033,-5.032,-5.032,3.384,0.037,25.423,25.423,2.754,-0.029
2.3761,-8.987,-8.987,1.705,-0.033,-2.527,-2.527,0.341,-0.004,14.48,14.48,1.652,-0.011,-26.434,-26.434,1.469,0.033,-5.032,-5.032,3.384,0.037,25.423,25.423,2.754,-0.029
2.3863,-8.987,-8.987,1.705,-0.033,-2.527,-2.527,0.341,-0.004,14.48,14.48,1.652,-0.011,-26.434,-26.434,1.469,0.033,-5.032,-5.032,3.384,0.037,25.423,25.423,2.754,-0.029
2.3964,-8.987,-8.987,1.023,0.018,-2.527,-2.527,-1.364,0.022,14.458,14.458,-2.675,-0.022,-26.434,-26.434,0.761,0.018,-5.032,-5.032,1.705,-0.022,25.423,25.423,-1.023,-0.007
2.4065,-8.987,-8.987,1.023,0.018,-2.527,-2.527,-1.364,0.022,14.458,14.458,-2.675,-0.022,-26.434,-26.434,0.761,0.018,-5.032,-5.032,1.705,-0.022,25.423,25.423,-1.023,-0.007
2.4166,-8.987,-8.987,1.023,0.018,-2.527,-2.527,-0.21,-0.018,14.458,14.458,0.866,-0.048,-26.434,-26.434,2.282,0.004,-5.032,-5.032,1.705,-0.022,25.423,25.423,-1.023,-0.007
