time,seq_step,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
15.28,step2,-30.0,-22.943,-18.581,-40.0,0.0,-0.066,0.006,0.948,30.0,29.744,0.038,3.666,-30.0,-22.033,-17.649,-40.0,0.0,-0.003,-0.003,0.037,-30.0,-30.041,0.088,0.583
15.3,step2,-30.0,-23.314,-18.484,-40.0,0.0,-0.066,0.006,0.947,30.0,29.745,0.038,3.655,-30.0,-22.385,-17.547,-40.0,0.0,-0.003,-0.003,0.038,-30.0,-30.039,0.088,0.558
15.32,step1,-30.0,-23.682,-18.388,-40.0,0.0,-0.066,0.006,0.945,30.0,29.746,0.038,3.645,-30.0,-22.735,-17.446,-40.0,0.0,-0.003,-0.003,0.039,-30.0,-30.037,0.088,0.533
15.34,step1,-30.0,-24.049,-18.292,-40.0,0.0,-0.066,0.006,0.944,30.0,29.746,0.039,3.633,-30.0,-23.083,-17.345,-40.0,0.0,-0.003,-0.003,0.04,-30.0,-30.035,0.087,0.508
15.36,step1,-29.9,-24.414,-18.197,-40.0,0.0,-0.066,0.006,0.942,30.0,29.747,0.039,3.622,-29.9,-23.429,-17.245,-40.0,0.0,-0.003,-0.003,0.04,-30.0,-30.034,0.087,0.483
15.38,step1,-29.9,-24.777,-18.103,-40.0,0.0,-0.066,0.006,0.94,30.0,29.748,0.039,3.611,-29.9,-23.772,-17.146,-40.0,0.0,-0.003,-0.003,0.041,-30.0,-30.032,0.086,0.458
15.4,step1,-29.8,-25.138,-18.01,-40.0,0.0,-0.066,0.006,0.939,30.0,29.749,0.04,3.6,-29.8,-24.114,-17.048,-40.0,0.0,-0.003,-0.003,0.042,-30.0,-30.03,0.086,0.433
15.42,step1,-29.7,-25.497,-17.917,-40.0,0.0,-0.065,0.006,0.937,30.0,29.75,0.04,3.588,-29.7,-24.454,-16.95,-40.0,0.0,-0.003,-0.003,0.043,-30.0,-30.028,0.085,0.409
15.44,step1,-29.5,-25.854,-17.825,-40.0,0.0,-0.065,0.006,0.935,30.0,29.75,0.04,3.577,-29.5,-24.792,-16.854,-40.0,0.0,-0.003,-0.003,0.044,-30.0,-30.027,0.085,0.384
15.46,step1,-29.4,-26.21,-17.733,-40.0,0.0,-0.065,0.006,0.933,30.0,29.751,0.041,3.565,-29.4,-25.128,-16.758,-40.0,0.0,-0.003,-0.003,0.045,-30.0,-30.025,0.084,0.36
15.48,step1,-29.2,-26.563,-17.448,-38.279,0.0,-0.065,0.001,0.932,30.0,29.752,-0.023,3.555,-29.2,-25.462,-16.644,-40.0,0.0,-0.003,0.027,0.045,-30.0,-30.023,0.089,0.336
15.5,step1,-29.0,-26.887,-14.867,-30.689,0.0,-0.065,-0.036,0.936,30.0,29.749,-0.224,3.595,-29.0,-25.792,-16.403,-40.0,0.0,-0.002,0.083,0.024,-30.0,-30.021,0.115,0.307
15.52,step1,-28.8,-27.143,-10.995,-24.056,0.0,-0.066,-0.012,0.946,30.0,29.744,-0.211,3.664,-28.8,-26.118,-16.14,-38.876,0.0,-0.001,-0.034,0.012,-30.0,-30.019,0.026,0.275
15.54,step1,-28.5,-27.316,-6.841,-17.153,0.0,-0.064,0.175,0.922,30.0,29.74,-0.161,3.723,-28.5,-26.416,-13.537,-30.244,0.0,-0.003,-0.099,0.036,-30.0,-30.025,-0.429,0.347
15.56,step1,-28.2,-27.413,-3.279,-11.363,0.0,-0.061,0.125,0.875,30.0,29.738,-0.081,3.756,-28.2,-26.648,-9.905,-22.521,0.0,-0.004,-0.002,0.053,-30.0,-30.034,-0.49,0.479
15.58,step1,-27.9,-27.445,-0.237,-6.519,0.0,-0.06,-0.014,0.858,30.0,29.737,-0.034,3.768,-27.9,-26.805,-6.123,-15.864,0.0,-0.003,0.055,0.045,-30.0,-30.043,-0.413,0.604
15.6,step1,-27.6,-27.419,2.501,-2.517,0.0,-0.061,-0.117,0.876,30.0,29.737,0.012,3.773,-27.6,-26.886,-2.452,-10.295,0.0,-0.002,0.044,0.029,-30.0,-30.05,-0.263,0.707
15.62,step1,-27.2,-27.342,4.932,2.172,0.0,-0.064,-0.148,0.915,30.0,29.737,0.013,3.77,-27.2,-26.897,0.9,-4.308,0.0,-0.001,0.008,0.021,-30.0,-30.054,-0.194,0.774
15.64,step1,-26.9,-27.219,7.058,4.776,0.0,-0.067,-0.124,0.955,30.0,29.737,0.047,3.764,-26.9,-26.846,3.857,-0.659,0.0,-0.002,-0.028,0.023,-30.0,-30.057,-0.049,0.815
15.66,step1,-26.4,-27.055,9.167,9.647,0.0,-0.069,-0.063,0.983,30.0,29.738,-0.003,3.756,-26.4,-26.738,6.688,5.033,0.0,-0.002,-0.036,0.033,-30.0,-30.058,-0.086,0.833
15.68,step1,-26.0,-26.851,11.026,12.508,0.0,-0.07,-0.026,0.997,30.0,29.738,0.018,3.75,-26.0,-26.577,9.134,8.527,0.0,-0.003,-0.041,0.045,-30.0,-30.058,0.001,0.835
15.7,step1,-25.6,-26.611,12.77,14.846,0.0,-0.07,0.006,0.999,30.0,29.739,0.032,3.744,-25.6,-26.369,11.346,11.343,0.0,-0.004,-0.033,0.056,-30.0,-30.058,0.073,0.826
15.72,step1,-25.1,-26.336,14.457,18.12,0.0,-0.069,0.029,0.993,30.0,29.739,0.029,3.739,-25.1,-26.119,13.396,14.976,0.0,-0.004,-0.016,0.062,-30.0,-30.056,0.092,0.809
15.74,step1,-24.6,-26.031,15.921,20.957,0.0,-0.069,0.043,0.983,30.0,29.74,0.008,3.731,-24.6,-25.832,15.131,18.08,0.0,-0.005,0.002,0.065,-30.0,-30.054,0.067,0.782
15.76,step1,-24.1,-25.696,17.518,23.357,0.0,-0.068,0.055,0.969,30.0,29.74,0.005,3.731,-24.1,-25.51,16.923,20.679,0.0,-0.004,0.018,0.062,-30.0,-30.053,0.079,0.765
15.78,step1,-23.5,-25.329,18.953,26.748,0.0,-0.067,0.04,0.956,30.0,29.74,-0.017,3.728,-23.5,-25.154,18.482,24.224,0.0,-0.004,0.026,0.056,-30.0,-30.052,0.025,0.741
15.8,step1,-23.0,-24.935,20.352,28.3,0.0,-0.066,0.031,0.945,30.0,29.74,0.006,3.73,-23.0,-24.768,19.96,25.899,0.0,-0.003,0.025,0.049,-30.0,-30.051,0.074,0.727
15.82,step1,-22.4,-24.513,21.7,30.89,0.0,-0.065,0.021,0.938,30.0,29.74,-0.004,3.731,-22.4,-24.354,21.36,28.595,0.0,-0.003,0.024,0.042,-30.0,-30.05,0.044,0.713
15.84,step1,-21.8,-24.065,22.969,33.1,0.0,-0.065,0.008,0.933,30.0,29.739,-0.0,3.732,-21.8,-23.912,22.664,30.898,0.0,-0.002,0.017,0.036,-30.0,-30.049,0.042,0.703
15.86,step1,-21.2,-23.593,24.067,34.968,0.0,-0.065,-0.004,0.933,30.0,29.739,0.007,3.732,-21.2,-23.446,23.792,32.85,0.0,-0.002,0.009,0.032,-30.0,-30.048,0.045,0.693
15.88,step1,-20.6,-23.101,24.981,36.546,0.0,-0.065,-0.01,0.935,30.0,29.74,0.012,3.731,-20.6,-22.959,24.742,34.501,0.0,-0.002,0.002,0.03,-30.0,-30.048,0.047,0.682
15.9,step1,-20.0,-22.593,25.729,37.883,0.0,-0.065,-0.011,0.938,30.0,29.74,0.014,3.728,-20.0,-22.455,25.536,35.901,0.0,-0.002,-0.002,0.03,-30.0,-30.047,0.046,0.672
15.92,step1,-19.4,-22.072,26.337,39.025,0.0,-0.066,-0.009,0.941,30.0,29.74,0.012,3.725,-19.4,-21.937,26.194,37.092,0.0,-0.002,-0.004,0.031,-30.0,-30.046,0.043,0.661
15.94,step1,-18.8,-21.54,26.767,40.0,0.0,-0.066,-0.006,0.943,30.0,29.74,0.016,3.721,-18.8,-21.407,26.733,38.11,0.0,-0.002,-0.007,0.032,-30.0,-30.045,0.037,0.652
15.96,step1,-18.2,-21.003,26.879,40.0,0.0,-0.066,-0.0,0.944,30.0,29.741,0.032,3.714,-18.2,-20.868,27.164,38.988,0.0,-0.002,-0.008,0.035,-30.0,-30.045,0.027,0.646
15.98,step1,-17.6,-20.466,26.794,40.0,0.0,-0.066,-0.001,0.944,30.0,29.741,0.028,3.705,-17.6,-20.32,27.487,39.755,0.0,-0.002,0.004,0.036,-30.0,-30.045,0.025,0.64
16.0,step1,-17.0,-19.932,26.646,40.0,0.0,-0.066,-0.007,0.945,30.0,29.742,0.015,3.699,-17.0,-19.769,27.621,40.0,0.0,-0.002,0.009,0.034,-30.0,-30.044,0.036,0.632
16.02,step1,-16.4,-19.4,26.496,40.0,0.0,-0.066,-0.006,0.947,30.0,29.742,0.003,3.696,-16.4,-19.217,27.593,40.0,0.0,-0.002,0.004,0.032,-30.0,-30.043,0.034,0.621
16.04,step1,-15.8,-18.872,26.358,40.0,0.0,-0.066,-0.0,0.948,30.0,29.742,-0.005,3.696,-15.8,-18.666,27.489,40.0,0.0,-0.002,-0.001,0.031,-30.0,-30.043,0.018,0.613
16.06,step1,-15.2,-18.346,26.223,40.0,0.0,-0.066,0.004,0.948,30.0,29.742,-0.011,3.699,-15.2,-18.118,27.35,40.0,0.0,-0.002,-0.001,0.032,-30.0,-30.043,-0.001,0.61
16.08,step1,-14.6,-17.823,26.09,40.0,0.0,-0.066,0.003,0.947,30.0,29.742,-0.015,3.702,-14.6,-17.572,27.192,40.0,0.0,-0.002,0.001,0.032,-30.0,-30.043,-0.02,0.613
16.1,step1,-14.0,-17.303,25.957,40.0,0.0,-0.066,0.001,0.946,30.0,29.741,-0.019,3.707,-14.0,-17.03,27.025,40.0,0.0,-0.002,0.003,0.031,-30.0,-30.043,-0.038,0.621
16.12,step1,-13.4,-16.785,25.824,40.0,0.0,-0.066,-0.003,0.946,30.0,29.741,-0.021,3.713,-13.4,-16.492,26.855,40.0,0.0,-0.002,0.003,0.03,-30.0,-30.044,-0.053,0.634
16.14,step1,-12.8,-16.27,25.69,40.0,0.0,-0.066,-0.006,0.948,30.0,29.74,-0.023,3.719,-12.8,-15.956,26.685,40.0,0.0,-0.002,0.003,0.029,-30.0,-30.046,-0.066,0.651
16.16,step1,-12.2,-15.758,25.556,40.0,0.0,-0.066,-0.009,0.95,30.0,29.74,-0.025,3.726,-12.2,-15.425,26.517,40.0,0.0,-0.002,0.001,0.029,-30.0,-30.047,-0.076,0.671
16.18,step1,-11.6,-15.248,25.422,40.0,0.0,-0.067,-0.01,0.953,30.0,29.739,-0.027,3.733,-11.6,-14.896,26.352,40.0,0.0,-0.002,0.0,0.028,-30.0,-30.049,-0.085,0.694
16.2,step1,-11.0,-14.741,25.286,40.0,0.0,-0.067,-0.01,0.955,30.0,29.739,-0.028,3.741,-11.0,-14.371,26.191,40.0,0.0,-0.002,-0.001,0.028,-30.0,-30.05,-0.091,0.719
16.22,step1,-10.4,-14.237,25.149,40.0,0.0,-0.067,-0.01,0.958,30.0,29.738,-0.029,3.749,-10.4,-13.849,26.033,40.0,0.0,-0.002,-0.001,0.029,-30.0,-30.052,-0.096,0.746
16.24,step1,-9.8,-13.736,25.013,40.0,0.0,-0.067,-0.009,0.961,30.0,29.738,-0.03,3.758,-9.8,-13.33,25.878,40.0,0.0,-0.002,-0.001,0.029,-30.0,-30.054,-0.1,0.774
16.26,step1,-9.2,-13.237,24.876,40.0,0.0,-0.067,-0.009,0.964,30.0,29.737,-0.03,3.766,-9.2,-12.814,25.725,40.0,0.0,-0.002,-0.001,0.029,-30.0,-30.056,-0.103,0.803
16.28,step1,-8.6,-12.741,24.74,40.0,0.0,-0.067,-0.007,0.966,30.0,29.736,-0.031,3.775,-8.6,-12.301,25.572,40.0,0.0,-0.002,-0.0,0.03,-30.0,-30.058,-0.105,0.833
16.3,step1,-8.0,-12.248,24.605,40.0,0.0,-0.068,-0.006,0.968,30.0,29.736,-0.031,3.784,-8.0,-11.791,25.421,40.0,0.0,-0.002,0.001,0.03,-30.0,-30.06,-0.107,0.863
16.32,step1,-7.4,-11.757,24.471,40.0,0.0,-0.068,-0.006,0.97,30.0,29.735,-0.031,3.793,-7.4,-11.284,25.269,40.0,0.0,-0.002,0.001,0.029,-30.0,-30.063,-0.108,0.894
16.34,step1,-6.8,-11.269,24.338,40.0,0.0,-0.068,-0.005,0.971,30.0,29.735,-0.03,3.802,-6.8,-10.781,25.118,40.0,0.0,-0.002,0.002,0.029,-30.0,-30.065,-0.109,0.925
16.36,step1,-6.2,-10.784,24.205,40.0,0.0,-0.068,-0.004,0.973,30.0,29.734,-0.03,3.81,-6.2,-10.28,24.967,40.0,0.0,-0.002,0.003,0.028,-30.0,-30.067,-0.11,0.956
16.38,step1,-5.6,-10.301,24.074,40.0,0.0,-0.068,-0.004,0.974,30.0,29.733,-0.029,3.819,-5.6,-9.782,24.816,40.0,0.0,-0.002,0.003,0.027,-30.0,-30.069,-0.111,0.988
16.4,step1,-5.0,-9.821,23.943,40.0,0.0,-0.068,-0.004,0.975,30.0,29.733,-0.029,3.827,-5.0,-9.288,24.666,40.0,0.0,-0.002,0.003,0.026,-30.0,-30.071,-0.111,1.02
16.42,step1,-4.4,-9.344,23.813,40.0,0.0,-0.068,-0.004,0.976,30.0,29.732,-0.028,3.835,-4.4,-8.796,24.516,40.0,0.0,-0.002,0.003,0.026,-30.0,-30.074,-0.111,1.052
16.44,step1,-3.8,-8.869,23.684,40.0,0.0,-0.068,-0.003,0.977,30.0,29.732,-0.027,3.843,-3.8,-8.307,24.368,40.0,0.0,-0.002,0.003,0.025,-30.0,-30.076,-0.111,1.084
16.46,step1,-3.2,-8.397,23.556,40.0,0.0,-0.068,-0.003,0.978,30.0,29.731,-0.026,3.85,-3.2,-7.822,24.219,40.0,0.0,-0.002,0.002,0.024,-30.0,-30.078,-0.111,1.116
16.48,step1,-2.6,-7.927,23.428,40.0,0.0,-0.068,-0.003,0.979,30.0,29.731,-0.025,3.858,-2.6,-7.339,24.072,40.0,0.0,-0.002,0.002,0.024,-30.0,-30.08,-0.111,1.147
16.5,step1,-2.0,-7.46,23.3,40.0,0.0,-0.068,-0.003,0.98,30.0,29.73,-0.024,3.865,-2.0,-6.859,23.926,40.0,0.0,-0.002,0.002,0.023,-30.0,-30.083,-0.111,1.179
16.52,step1,-1.4,-6.995,23.173,40.0,0.0,-0.068,-0.003,0.981,30.0,29.73,-0.023,3.872,-1.4,-6.382,23.781,40.0,0.0,-0.002,0.002,0.023,-30.0,-30.085,-0.11,1.211
16.54,step1,-0.8,-6.533,23.047,40.0,0.0,-0.069,-0.003,0.982,30.0,29.729,-0.022,3.878,-0.8,-5.908,23.636,40.0,0.0,-0.002,0.001,0.022,-30.0,-30.087,-0.11,1.242
16.56,step1,-0.2,-6.073,22.921,40.0,0.0,-0.069,-0.003,0.983,30.0,29.729,-0.022,3.885,-0.2,-5.437,23.493,40.0,0.0,-0.002,0.001,0.022,-30.0,-30.089,-0.109,1.274
16.58,step1,0.4,-5.616,22.796,40.0,0.0,-0.069,-0.003,0.983,30.0,29.728,-0.021,3.891,0.4,-4.969,23.35,40.0,0.0,-0.001,0.001,0.021,-30.0,-30.091,-0.108,1.305
16.6,step1,1.0,-5.162,22.672,40.0,0.0,-0.069,-0.002,0.984,30.0,29.728,-0.02,3.896,1.0,-4.503,23.209,40.0,0.0,-0.001,0.001,0.021,-30.0,-30.093,-0.107,1.336
16.62,step1,1.6,-4.71,22.549,40.0,0.0,-0.069,-0.002,0.985,30.0,29.728,-0.019,3.902,1.6,-4.041,23.068,40.0,0.0,-0.001,0.001,0.021,-30.0,-30.096,-0.107,1.366
16.64,step1,2.2,-4.26,22.426,40.0,0.0,-0.069,-0.002,0.985,30.0,29.727,-0.018,3.907,2.2,-3.581,22.927,40.0,0.0,-0.001,0.001,0.02,-30.0,-30.098,-0.106,1.397
16.66,step1,2.8,-3.813,22.304,40.0,0.0,-0.069,-0.002,0.986,30.0,29.727,-0.017,3.912,2.8,-3.124,22.788,40.0,0.0,-0.001,0.001,0.02,-30.0,-30.1,-0.105,1.427
16.68,step1,3.4,-3.368,22.182,40.0,0.0,-0.069,-0.002,0.986,30.0,29.727,-0.016,3.917,3.4,-2.669,22.65,40.0,0.0,-0.001,0.001,0.02,-30.0,-30.102,-0.104,1.457
16.7,step1,4.0,-2.926,22.062,40.0,0.0,-0.069,-0.001,0.987,30.0,29.726,-0.015,3.922,4.0,-2.218,22.512,40.0,0.0,-0.001,0.001,0.019,-30.0,-30.104,-0.103,1.487
16.72,step1,4.6,-2.486,21.942,40.0,0.0,-0.069,-0.001,0.987,30.0,29.726,-0.014,3.926,4.6,-1.769,22.375,40.0,0.0,-0.001,0.001,0.019,-30.0,-30.106,-0.103,1.516
16.74,step1,5.2,-2.049,21.823,40.0,0.0,-0.069,-0.001,0.988,30.0,29.726,-0.013,3.93,5.2,-1.323,22.239,40.0,0.0,-0.001,0.001,0.019,-30.0,-30.108,-0.102,1.546
16.76,step1,5.8,-1.613,21.704,40.0,0.0,-0.069,-0.001,0.988,30.0,29.725,-0.013,3.933,5.8,-0.88,22.104,40.0,0.0,-0.001,0.001,0.019,-30.0,-30.11,-0.101,1.575
16.78,step1,6.4,-1.181,21.586,40.0,0.0,-0.069,-0.001,0.988,30.0,29.725,-0.012,3.937,6.4,-0.439,21.97,40.0,0.0,-0.001,0.001,0.018,-30.0,-30.112,-0.1,1.603
16.8,step1,7.0,-0.75,21.469,40.0,0.0,-0.069,-0.001,0.988,30.0,29.725,-0.011,3.94,7.0,-0.001,21.837,40.0,0.0,-0.001,0.001,0.018,-30.0,-30.114,-0.099,1.632
16.82,step1,7.6,-0.322,21.353,40.0,0.0,-0.069,-0.001,0.989,30.0,29.725,-0.01,3.943,7.6,0.434,21.704,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.116,-0.098,1.66
16.84,step1,8.2,0.104,21.237,40.0,0.0,-0.069,-0.001,0.989,30.0,29.725,-0.009,3.946,8.2,0.866,21.573,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.118,-0.097,1.688
16.86,step1,8.8,0.527,21.122,40.0,0.0,-0.069,-0.0,0.989,30.0,29.724,-0.008,3.948,8.8,1.296,21.442,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.12,-0.096,1.716
16.88,step1,9.4,0.948,21.008,40.0,0.0,-0.069,-0.0,0.989,30.0,29.724,-0.007,3.951,9.4,1.724,21.312,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.122,-0.095,1.743
16.9,step1,10.0,1.367,20.894,40.0,0.0,-0.069,-0.0,0.989,30.0,29.724,-0.007,3.953,10.0,2.149,21.183,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.124,-0.094,1.77
16.92,step1,10.6,1.784,20.782,40.0,0.0,-0.069,-0.0,0.989,30.0,29.724,-0.006,3.954,10.6,2.571,21.055,40.0,0.0,-0.001,0.0,0.018,-30.0,-30.126,-0.094,1.797
16.94,step1,11.2,2.198,20.669,40.0,0.0,-0.069,0.0,0.989,30.0,29.724,-0.005,3.956,11.2,2.991,20.928,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.128,-0.093,1.824
16.96,step1,11.8,2.611,20.558,40.0,0.0,-0.069,0.0,0.989,30.0,29.724,-0.004,3.957,11.8,3.408,20.802,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.129,-0.092,1.85
16.98,step1,12.4,3.02,20.448,40.0,0.0,-0.069,0.0,0.989,30.0,29.724,-0.003,3.958,12.4,3.823,20.676,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.131,-0.091,1.876
17.0,step1,13.0,3.428,20.338,40.0,0.0,-0.069,0.0,0.989,30.0,29.724,-0.003,3.959,13.0,4.235,20.552,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.133,-0.09,1.902
17.02,step1,13.6,3.834,20.228,40.0,0.0,-0.069,0.001,0.989,30.0,29.724,-0.002,3.96,13.6,4.644,20.428,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.135,-0.089,1.928
17.04,step1,14.2,4.237,20.12,40.0,0.0,-0.069,0.001,0.989,30.0,29.724,-0.001,3.96,14.2,5.052,20.305,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.137,-0.088,1.953
17.06,step1,14.8,4.638,20.012,40.0,0.0,-0.069,0.001,0.988,30.0,29.723,-0.001,3.961,14.8,5.456,20.183,40.0,0.0,-0.001,-0.0,0.018,-30.0,-30.138,-0.087,1.979
17.08,step1,15.4,5.037,19.905,40.0,0.0,-0.069,0.001,0.988,30.0,29.723,0.0,3.961,15.4,5.859,20.062,40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.14,-0.086,2.003
17.1,step1,16.0,5.434,19.799,40.0,0.0,-0.069,0.001,0.988,30.0,29.723,0.001,3.961,16.0,6.259,19.942,40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.142,-0.086,2.028
17.12,step1,16.6,5.829,19.693,40.0,0.0,-0.069,0.001,0.988,30.0,29.724,0.002,3.96,16.6,6.656,19.822,40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.143,-0.085,2.052
17.14,step1,17.2,6.222,19.589,40.0,0.0,-0.069,0.001,0.987,30.0,29.724,0.002,3.96,17.2,7.051,19.704,40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.145,-0.084,2.077
17.16,step1,17.8,6.612,19.484,40.0,0.0,-0.069,0.001,0.987,30.0,29.724,0.003,3.959,17.8,7.444,19.586,40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.147,-0.083,2.1
17.18,step1,18.4,7.001,19.381,40.0,0.0,-0.069,0.001,0.987,30.0,29.724,0.004,3.958,18.4,7.834,19.47,40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.148,-0.082,2.124
17.2,step1,19.0,7.388,19.278,40.0,0.0,-0.069,0.002,0.986,30.0,29.724,0.004,3.957,19.0,8.223,19.354,40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.15,-0.081,2.148
17.22,step1,19.6,7.772,19.176,40.0,0.0,-0.069,0.002,0.986,30.0,29.724,0.005,3.956,19.6,8.608,19.239,40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.152,-0.08,2.171
17.24,step1,20.2,8.154,19.075,40.0,0.0,-0.069,0.002,0.985,30.0,29.724,0.005,3.954,20.2,8.992,19.124,40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.153,-0.08,2.194
17.26,step1,20.8,8.535,18.975,40.0,0.0,-0.069,0.002,0.985,30.0,29.724,0.006,3.953,20.8,9.373,19.011,40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.155,-0.079,2.216
17.28,step1,21.4,8.913,18.875,40.0,0.0,-0.069,0.002,0.984,30.0,29.724,0.007,3.951,21.4,9.752,18.898,40.0,0.0,-0.001,-0.001,0.021,-30.0,-30.156,-0.078,2.239
17.3,step1,22.0,9.29,18.775,40.0,0.0,-0.069,0.002,0.984,30.0,29.724,0.007,3.949,22.0,10.129,18.787,40.0,0.0,-0.001,-0.001,0.021,-30.0,-30.158,-0.077,2.261
17.32,step1,22.6,9.664,18.677,40.0,0.0,-0.069,0.002,0.983,30.0,29.724,0.008,3.947,22.6,10.503,18.676,40.0,0.0,-0.002,-0.001,0.021,-30.0,-30.16,-0.076,2.283
17.34,step1,23.2,10.036,18.579,40.0,0.0,-0.069,0.002,0.982,30.0,29.725,0.008,3.944,23.2,10.876,18.566,40.0,0.0,-0.002,-0.001,0.022,-30.0,-30.161,-0.075,2.305
17.36,step1,23.8,10.407,18.482,40.0,0.0,-0.069,0.002,0.982,30.0,29.725,0.009,3.942,23.8,11.246,18.457,40.0,0.0,-0.002,-0.001,0.022,-30.0,-30.163,-0.075,2.326
17.38,step1,24.3,10.776,18.386,40.0,0.0,-0.068,0.002,0.981,30.0,29.725,0.01,3.939,24.3,11.614,18.348,40.0,0.0,-0.002,-0.001,0.023,-30.0,-30.164,-0.074,2.347
17.4,step1,24.8,11.142,18.29,40.0,0.0,-0.068,0.002,0.98,30.0,29.725,0.01,3.936,24.8,11.979,18.241,40.0,0.0,-0.002,-0.001,0.023,-30.0,-30.165,-0.073,2.368
17.42,step1,25.3,11.507,18.195,40.0,0.0,-0.068,0.002,0.98,30.0,29.725,0.011,3.933,25.3,12.343,18.134,40.0,0.0,-0.002,-0.001,0.023,-30.0,-30.167,-0.072,2.389
17.44,step1,25.8,11.87,18.101,40.0,0.0,-0.068,0.003,0.979,30.0,29.726,0.011,3.93,25.8,12.705,18.028,40.0,0.0,-0.002,-0.002,0.024,-30.0,-30.168,-0.072,2.41
17.46,step1,26.2,12.231,18.007,40.0,0.0,-0.068,0.003,0.978,30.0,29.726,0.012,3.927,26.2,13.064,17.923,40.0,0.0,-0.002,-0.002,0.024,-30.0,-30.17,-0.071,2.43
17.48,step1,26.6,12.59,17.914,40.0,0.0,-0.068,0.003,0.978,30.0,29.726,0.012,3.924,26.6,13.421,17.819,40.0,0.0,-0.002,-0.002,0.025,-30.0,-30.171,-0.07,2.45
17.5,step1,27.0,12.947,17.822,40.0,0.0,-0.068,0.003,0.977,30.0,29.726,0.013,3.92,27.0,13.777,17.715,40.0,0.0,-0.002,-0.002,0.025,-30.0,-30.173,-0.069,2.47
17.52,step1,27.4,13.303,17.731,40.0,0.0,-0.068,0.003,0.976,30.0,29.727,0.013,3.916,27.4,14.13,17.612,40.0,0.0,-0.002,-0.002,0.026,-30.0,-30.174,-0.068,2.49
17.54,step1,27.7,13.656,17.64,40.0,0.0,-0.068,0.003,0.975,30.0,29.727,0.014,3.913,27.7,14.481,17.511,40.0,0.0,-0.002,-0.002,0.026,-30.0,-30.175,-0.068,2.51
17.56,step1,28.0,14.008,17.549,40.0,0.0,-0.068,0.003,0.974,30.0,29.727,0.014,3.909,28.0,14.83,17.409,40.0,0.0,-0.002,-0.002,0.027,-30.0,-30.177,-0.067,2.529
17.58,step1,28.3,14.358,17.46,40.0,0.0,-0.068,0.003,0.973,30.0,29.727,0.015,3.905,28.3,15.177,17.309,40.0,0.0,-0.002,-0.002,0.027,-30.0,-30.178,-0.066,2.548
17.6,step1,28.6,14.706,17.371,40.0,0.0,-0.068,0.003,0.973,30.0,29.728,0.015,3.9,28.6,15.522,17.21,40.0,0.0,-0.002,-0.002,0.028,-30.0,-30.179,-0.066,2.567
17.62,step1,28.8,15.053,17.283,40.0,0.0,-0.068,0.003,0.972,30.0,29.728,0.015,3.896,28.8,15.865,17.111,40.0,0.0,-0.002,-0.002,0.028,-30.0,-30.181,-0.065,2.586
17.64,step1,29.1,15.397,17.195,40.0,0.0,-0.068,0.003,0.971,30.0,29.728,0.016,3.891,29.1,16.206,17.013,40.0,0.0,-0.002,-0.002,0.029,-30.0,-30.182,-0.064,2.604
17.66,step1,29.3,15.74,17.108,40.0,0.0,-0.068,0.003,0.97,30.0,29.729,0.016,3.887,29.3,16.546,16.916,40.0,0.0,-0.002,-0.002,0.029,-30.0,-30.183,-0.063,2.622
17.68,step1,29.4,16.082,17.022,40.0,0.0,-0.068,0.003,0.969,30.0,29.729,0.017,3.882,29.4,16.883,16.819,40.0,0.0,-0.002,-0.002,0.03,-30.0,-30.184,-0.063,2.64
17.7,step1,29.6,16.421,16.936,40.0,0.0,-0.068,0.003,0.968,30.0,29.729,0.017,3.877,29.6,17.218,16.724,40.0,0.0,-0.002,-0.002,0.031,-30.0,-30.186,-0.062,2.658
