time,seq_step,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
20.12,step2,-28.8,-19.639,-19.453,-40.0,0.0,-0.067,0.005,0.962,30.0,29.738,0.034,3.756,-28.8,-18.885,-18.572,-40.0,0.0,-0.002,-0.002,0.031,-30.0,-30.056,0.092,0.808
20.14,step2,-29.0,-20.027,-19.35,-40.0,0.0,-0.067,0.005,0.96,30.0,29.739,0.035,3.746,-29.0,-19.256,-18.463,-40.0,0.0,-0.002,-0.002,0.032,-30.0,-30.054,0.092,0.782
20.16,step2,-29.2,-20.413,-19.248,-40.0,0.0,-0.067,0.005,0.959,30.0,29.739,0.035,3.736,-29.2,-19.624,-18.355,-40.0,0.0,-0.002,-0.002,0.032,-30.0,-30.053,0.091,0.756
20.18,step2,-29.4,-20.797,-19.146,-40.0,0.0,-0.067,0.005,0.957,30.0,29.74,0.035,3.726,-29.4,-19.99,-18.247,-40.0,0.0,-0.002,-0.003,0.033,-30.0,-30.051,0.091,0.729
20.2,step2,-29.5,-21.179,-19.045,-40.0,0.0,-0.067,0.005,0.956,30.0,29.741,0.036,3.716,-29.5,-20.353,-18.14,-40.0,0.0,-0.002,-0.003,0.034,-30.0,-30.049,0.09,0.703
20.22,step2,-29.7,-21.559,-18.945,-40.0,0.0,-0.067,0.005,0.954,30.0,29.741,0.036,3.705,-29.7,-20.715,-18.034,-40.0,0.0,-0.002,-0.003,0.034,-30.0,-30.047,0.09,0.678
20.24,step2,-29.8,-21.936,-18.845,-40.0,0.0,-0.066,0.005,0.953,30.0,29.742,0.037,3.695,-29.8,-21.075,-17.929,-40.0,0.0,-0.002,-0.003,0.035,-30.0,-30.045,0.09,0.652
20.26,step2,-29.9,-22.312,-18.746,-40.0,0.0,-0.066,0.005,0.951,30.0,29.743,0.037,3.684,-29.9,-21.432,-17.824,-40.0,0.0,-0.003,-0.003,0.036,-30.0,-30.044,0.089,0.626
20.28,step2,-29.9,-22.686,-18.648,-40.0,0.0,-0.066,0.006,0.95,30.0,29.744,0.037,3.674,-29.9,-21.787,-17.721,-40.0,0.0,-0.003,-0.003,0.037,-30.0,-30.042,0.089,0.601
20.3,step2,-30.0,-23.058,-18.551,-40.0,0.0,-0.066,0.006,0.948,30.0,29.744,0.038,3.663,-30.0,-22.141,-17.618,-40.0,0.0,-0.003,-0.003,0.038,-30.0,-30.04,0.088,0.575
20.32,step2,-30.0,-23.428,-18.454,-40.0,0.0,-0.066,0.006,0.946,30.0,29.745,0.038,3.652,-30.0,-22.492,-17.516,-40.0,0.0,-0.003,-0.003,0.038,-30.0,-30.038,0.088,0.55
